dog,nseg,kb_avg,kb_total,coi
11355,2505,601691,240.196,0.273029
11357,2575,687244,266.891,0.31185
11362,2518,596829,237.025,0.270822
11380,1274,259338,203.562,0.11768
11385,2201,461801,209.814,0.209551
11391,2491,591127,237.305,0.268235
11397,2726,801769,294.119,0.363818
11398,2529,645449,255.219,0.292885
11403,2554,583866,228.608,0.26494
11404,1757,372079,211.769,0.168838
11415,1882,410246,217.984,0.186157
11420,2338,1.03451e+06,442.476,0.469428
11421,2210,442199,200.09,0.200656
11429,2561,576927,225.274,0.261792
11432,2608,1.00057e+06,383.656,0.454028
11433,2471,540689,218.814,0.245348
11440,2540,660389,259.996,0.299664
11447,2925,1.03259e+06,353.024,0.468557
11450,2563,708251,276.337,0.321382
11461,2303,585081,254.051,0.265492
11462,2378,536093,225.439,0.243262
11463,2379,555219,233.383,0.251941
11479,2564,718963,280.407,0.326243
11481,2494,547140,219.383,0.248275
11488,2904,808177,278.298,0.366726
11495,2736,586704,214.438,0.266228
11497,2495,576900,231.222,0.261779
11499,2282,487281,213.532,0.221113
11501,1967,389508,198.021,0.176747
11503,2646,621548,234.901,0.282039
11531,2713,782993,288.608,0.355298
11543,2589,777968,300.49,0.353018
11544,2647,766806,289.689,0.347953
11561,2370,796997,336.285,0.361652
11562,2460,568771,231.208,0.258091
11569,2703,826254,305.68,0.374928
11590,2474,615172,248.655,0.279146
11594,2279,469484,206.004,0.213037
11611,2369,522358,220.497,0.23703
11621,3231,978698,302.909,0.444103
11624,1913,484597,253.318,0.219895
11627,2514,603227,239.947,0.273726
11628,2756,590013,214.083,0.26773
11632,2802,990872,353.63,0.449627
11633,2812,833458,296.393,0.378197
11639,2257,970743,430.103,0.440493
11648,2236,491200,219.678,0.222891
11652,2828,761076,269.122,0.345353
11654,2402,557734,232.196,0.253082
11655,2410,567772,235.59,0.257637
11664,2448,893532,365.005,0.405457
11665,3046,851537,279.559,0.386401
11672,2638,604886,229.297,0.274478
11677,2147,464950,216.558,0.21098
11678,2759,894550,324.23,0.405919
11683,2719,666471,245.116,0.302424
11689,2305,486832,211.207,0.220909
11692,2087,1.20666e+06,578.179,0.547545
11694,2366,552442,233.492,0.250681
11705,2458,545627,221.98,0.247589
11709,2453,560035,228.306,0.254126
11711,2457,556102,226.334,0.252342
11722,2187,526032,240.527,0.238697
11723,2337,505545,216.322,0.229401
11746,2532,680432,268.733,0.308759
11747,2375,558095,234.987,0.253246
11750,2974,1.02161e+06,343.514,0.463575
11758,2464,570500,231.534,0.258875
11759,2495,593729,237.967,0.269416
11762,2951,800064,271.116,0.363044
11769,1731,345217,199.432,0.156649
11774,2455,706888,287.938,0.320764
11778,2897,1.00442e+06,346.711,0.455775
11779,2820,1.1169e+06,396.064,0.506814
11782,2238,518300,231.591,0.235188
11791,2223,962740,433.081,0.436861
11798,2909,933862,321.025,0.423758
11801,2372,531131,223.917,0.241011
11802,2473,570480,230.683,0.258866
11808,2408,525367,218.176,0.238395
11818,2211,539634,244.068,0.244869
11819,2740,929724,339.315,0.42188
11820,2459,578735,235.354,0.262612
11828,3451,870266,252.178,0.3949
11832,2430,561586,231.105,0.25483
11833,2487,566539,227.8,0.257078
11841,2609,747155,286.376,0.339036
11855,2335,538587,230.658,0.244394
11857,2299,468808,203.918,0.21273
11865,2225,500473,224.932,0.227099
11882,2499,608678,243.569,0.276199
11907,2634,705173,267.719,0.319986
11908,3100,1.07538e+06,346.898,0.487974
11912,2505,748881,298.955,0.339819
11914,2230,526697,236.187,0.238999
11915,2399,578591,241.18,0.262547
11916,2520,692272,274.711,0.314131
11917,2545,565589,222.235,0.256647
11918,2729,694682,254.555,0.315225
11927,2397,775563,323.556,0.351926
11928,2620,690681,263.619,0.31341
11936,1575,297343,188.789,0.134925
11937,2631,686263,260.837,0.311405
11938,2791,960771,344.239,0.435968
11945,2869,1.04023e+06,362.577,0.472024
11946,2289,532825,232.776,0.241779
11948,2430,1.00853e+06,415.034,0.45764
11951,2263,516328,228.161,0.234294
11952,2141,1.07331e+06,501.312,0.487035
11956,2736,824453,301.335,0.374111
11957,2249,505468,224.752,0.229366
11963,2496,601506,240.988,0.272945
11969,2188,442851,202.4,0.200952
11970,2026,415857,205.26,0.188703
11980,2518,576286,228.867,0.261501
11984,2590,598904,231.237,0.271764
11985,2673,695554,260.215,0.315621
11987,2744,953501,347.486,0.432669
11997,2176,1.02323e+06,470.236,0.46431
11999,2480,558366,225.148,0.253369
12001,2485,635750,255.835,0.288484
12005,2526,653539,258.725,0.296556
12019,2527,583075,230.738,0.264581
12029,2331,487196,209.007,0.221074
12039,2187,469315,214.593,0.212961
12041,2613,698736,267.408,0.317065
12049,2469,576500,233.495,0.261598
12072,2348,560293,238.626,0.254244
12083,2405,564339,234.652,0.256079
12087,2277,492665,216.366,0.223556
12094,2441,582973,238.825,0.264535
12102,2455,566786,230.87,0.25719
12105,2399,569145,237.243,0.25826
12108,2847,1.06223e+06,373.106,0.482007
12112,1913,370463,193.655,0.168105
12113,2571,948403,368.885,0.430356
12116,2373,548494,231.14,0.24889
12127,2278,523847,229.959,0.237705
12128,2087,412575,197.688,0.187214
12129,2414,660798,273.736,0.29985
12130,2755,706283,256.364,0.320489
12154,2392,546312,228.391,0.247899
12158,2429,591396,243.473,0.268357
12159,1903,368120,193.442,0.167041
12172,755,139646,184.962,0.063367
12177,1965,906273,461.207,0.411238
12184,2093,466527,222.899,0.211695
12203,2393,554547,231.737,0.251636
12206,2591,726957,280.57,0.32987
12207,511,94406.8,184.749,0.0428389
12212,2334,580943,248.904,0.263614
12220,2255,578792,256.671,0.262638
12221,2439,797341,326.913,0.361809
12231,2189,928397,424.119,0.421278
12240,2014,435179,216.077,0.197471
12242,2440,574198,235.327,0.260553
12246,2388,570668,238.973,0.258951
12248,2096,488035,232.841,0.221455
12249,2751,1.00281e+06,364.526,0.455044
12250,2853,1.09145e+06,382.561,0.495266
12266,2077,443129,213.351,0.201078
12273,1516,293520,193.615,0.13319
12277,2178,499303,229.248,0.226568
12289,2472,611677,247.442,0.27756
12292,1452,285775,196.815,0.129676
12295,2458,574280,233.637,0.26059
12299,2459,606652,246.707,0.27528
12300,2481,538411,217.014,0.244314
12309,2471,648605,262.487,0.294317
12310,2028,1.038e+06,511.835,0.471012
12316,2504,586758,234.328,0.266253
12325,1979,375527,189.756,0.170402
12334,2587,678586,262.306,0.307921
12337,1036,195943,189.134,0.0889128
12340,1354,266540,196.854,0.120948
12347,2318,547787,236.319,0.248569
12350,2513,562951,224.015,0.25545
12351,2863,891692,311.454,0.404622
12354,2563,749328,292.364,0.340022
12356,935,173394,185.448,0.0786808
12360,2528,564404,223.261,0.256109
12372,2592,621072,239.611,0.281823
12391,2519,562204,223.186,0.255111
12394,2448,582140,237.802,0.264157
12396,1952,419623,214.971,0.190412
12399,3035,1.13812e+06,375,0.516443
12400,2190,549781,251.041,0.249474
12406,2501,593244,237.203,0.269196
12408,2499,611024,244.507,0.277264
12421,2278,585822,257.165,0.265828
12424,1853,355854,192.042,0.161475
12439,2409,564785,234.448,0.256282
12444,2524,566290,224.362,0.256965
12463,2142,499016,232.967,0.226438
12472,2486,561633,225.919,0.254852
12473,2350,847594,360.678,0.384612
12474,2238,515820,230.483,0.234063
12480,2307,533317,231.173,0.242003
12498,2201,500428,227.364,0.227079
12502,2218,528141,238.116,0.239654
12503,1070,198817,185.81,0.090217
12515,2431,548581,225.661,0.248929
12521,2198,973024,442.686,0.441528
12538,2557,492875,192.755,0.223651
12565,2250,520619,231.386,0.236241
12566,2747,679686,247.429,0.30842
12573,3197,848723,265.475,0.385124
12574,2288,523783,228.926,0.237676
12575,2447,564188,230.563,0.256011
12584,2329,504179,216.479,0.228781
12585,2233,613533,274.757,0.278402
12590,2298,546826,237.958,0.248133
12620,2485,757281,304.741,0.343631
12622,2478,592993,239.303,0.269082
12630,1788,377352,211.047,0.171231
12635,2473,599444,242.395,0.272009
12647,2370,565834,238.748,0.256758
12648,2466,1.09451e+06,443.84,0.496655
12650,1991,419128,210.511,0.190187
12652,2116,1.03824e+06,490.663,0.471121
12664,2205,562868,255.269,0.255412
12668,2282,525603,230.326,0.238502
12676,922,167912,182.117,0.0761932
12690,2954,626893,212.218,0.284465
12710,2336,605830,259.345,0.274907
12718,2338,539111,230.586,0.244632
12719,2358,551820,234.02,0.250399
12723,2123,455404,214.509,0.206648
12727,1894,1.29035e+06,681.282,0.585521
12728,2441,554337,227.094,0.251541
12730,2337,975038,417.218,0.442442
12732,2399,613397,255.689,0.27834
12733,2240,568843,253.948,0.258123
12734,2196,493857,224.889,0.224097
12743,2364,550273,232.772,0.249697
12752,2460,684064,278.075,0.310407
12754,2495,618070,247.724,0.280461
12756,2410,569332,236.237,0.258345
12760,2457,751508,305.864,0.341011
12761,2066,928944,449.634,0.421526
12762,717,136855,190.872,0.0621005
12764,2562,561147,219.027,0.254631
12766,2118,469283,221.569,0.212946
12768,2405,592854,246.509,0.269019
12772,2398,868845,362.321,0.394255
12781,2323,547758,235.798,0.248556
12790,2608,653885,250.723,0.296713
12791,2320,527022,227.165,0.239146
12792,2018,437265,216.682,0.198417
12807,2313,572169,247.371,0.259632
12810,2509,608775,242.637,0.276243
12818,2288,1.15914e+06,506.616,0.525982
12823,2364,561746,237.625,0.254903
12839,1417,269072,189.889,0.122097
12844,2344,915629,390.627,0.415484
12847,2573,659426,256.287,0.299227
12848,1688,1.31098e+06,776.65,0.594882
12850,2422,563341,232.593,0.255627
12862,2246,1.01143e+06,450.323,0.458955
12864,2208,528893,239.535,0.239995
12867,2514,581738,231.399,0.263975
12878,2048,1.22652e+06,598.886,0.556557
12887,2115,1.19121e+06,563.22,0.540534
12888,2476,571163,230.68,0.259176
12893,2563,799637,311.992,0.36285
12894,2720,735417,270.374,0.333709
12901,2284,1.16381e+06,509.549,0.528101
12905,2225,495566,222.726,0.224872
12909,2210,512040,231.692,0.232348
12914,2342,571998,244.235,0.259555
12922,1945,399975,205.643,0.181496
12926,2335,679159,290.86,0.308181
12932,2182,1.15034e+06,527.194,0.521989
12939,2233,971302,434.976,0.440747
12952,1649,306710,185.997,0.139175
12961,2344,979549,417.896,0.444489
12962,2332,528727,226.727,0.23992
12963,2462,580686,235.86,0.263497
12964,2013,464342,230.672,0.210704
12966,1730,360922,208.626,0.163775
12985,2211,501783,226.949,0.227694
12986,2042,431187,211.159,0.195659
13005,2395,538678,224.918,0.244435
13022,2520,539891,214.243,0.244986
13028,2474,1.08095e+06,436.922,0.490501
13030,2803,930355,331.914,0.422166
13033,2098,411341,196.063,0.186654
13035,2928,1.0037e+06,342.795,0.455448
13036,2448,636185,259.879,0.288681
13037,2377,570642,240.068,0.25894
13038,2170,480555,221.454,0.218061
13041,1787,381018,213.216,0.172894
13044,1945,413948,212.827,0.187837
13051,2323,580275,249.796,0.263311
13053,2327,506134,217.505,0.229668
13058,2279,494270,216.88,0.224284
13060,2059,461918,224.341,0.209604
13065,2461,595381,241.927,0.270165
13069,2172,469999,216.39,0.213271
13071,2265,628378,277.429,0.285138
13074,3407,1.13331e+06,332.64,0.514261
13075,2490,1.31652e+06,528.724,0.597396
13078,2559,762400,297.929,0.345953
13081,2068,436139,210.899,0.197906
13087,2778,809340,291.339,0.367253
13088,2422,521045,215.13,0.236434
13094,2159,469870,217.633,0.213212
13096,2683,629185,234.508,0.285505
13106,1599,312709,195.566,0.141898
13107,2130,517921,243.156,0.235016
13118,2661,670068,251.811,0.304056
13146,2316,573710,247.716,0.260332
13151,1555,308836,198.608,0.14014
13153,2792,839131,300.548,0.380772
13158,3315,1.21598e+06,366.811,0.551774
13159,3111,1.29115e+06,415.027,0.585884
13160,3176,1.16677e+06,367.372,0.529444
13161,3009,1.21759e+06,404.65,0.552504
13162,2919,1.17784e+06,403.509,0.534467
13163,2988,1.23242e+06,412.455,0.559234
13164,2949,1.29501e+06,439.134,0.587635
13165,2990,1.3019e+06,435.418,0.590762
13166,1967,383731,195.084,0.174125
13172,2614,728760,278.791,0.330689
13173,2390,802564,335.801,0.364179
13178,2400,533552,222.313,0.242109
13181,2301,579842,251.996,0.263114
13182,2514,718768,285.906,0.326155
13183,2565,635455,247.741,0.28835
13184,2571,613947,238.797,0.27859
13185,2402,1.13394e+06,472.082,0.514547
13187,2537,627802,247.458,0.284877
13188,2760,625536,226.644,0.283849
13189,2685,956680,356.305,0.434112
13190,2042,998438,488.951,0.45306
13191,2455,666377,271.437,0.302381
13192,2450,638924,260.785,0.289924
13198,2426,739316,304.747,0.335479
13199,2598,667953,257.103,0.303096
13200,2757,876001,317.737,0.397502
13201,1662,1.35499e+06,815.275,0.614852
13202,2489,597054,239.877,0.270925
13205,2044,1.3091e+06,640.462,0.594029
13212,2776,653887,235.55,0.296714
13222,2411,929980,385.724,0.421996
13257,2499,741441,296.695,0.336443
13259,2711,687727,253.68,0.312069
13261,2309,501259,217.089,0.227456
13262,2422,569201,235.013,0.258286
13263,2439,574798,235.67,0.260825
13266,846,156623,185.134,0.0710706
13286,2625,631355,240.516,0.286489
13292,2251,521713,231.769,0.236737
13299,2286,552984,241.9,0.250927
13310,2502,580114,231.86,0.263238
13311,2444,634794,259.736,0.28805
13314,3603,844321,234.338,0.383127
13322,2411,517429,214.612,0.234793
13333,2635,840051,318.805,0.381189
13339,2423,798975,329.746,0.36255
13342,2318,1.12111e+06,483.656,0.508725
13355,1698,1.37594e+06,810.33,0.624359
13372,2163,786632,363.677,0.356949
13405,2133,933175,437.494,0.423446
13406,2413,669591,277.493,0.30384
13409,1724,372246,215.92,0.168914
13411,2518,574817,228.283,0.260834
13414,2489,738688,296.781,0.335194
13415,2523,584133,231.523,0.265061
13418,2537,604984,238.464,0.274523
13419,2183,481311,220.481,0.218404
13424,2712,749753,276.457,0.340215
13428,2127,464493,218.379,0.210772
13435,2576,650585,252.556,0.295215
13454,2537,620948,244.757,0.281767
13456,2078,1.23066e+06,592.235,0.558435
13458,2429,1.19319e+06,491.226,0.541433
13459,2397,828107,345.476,0.375769
13460,1907,1.32447e+06,694.531,0.601003
13463,2468,762849,309.096,0.346157
13465,2555,612001,239.531,0.277707
13468,2424,548759,226.386,0.24901
13469,2686,645564,240.344,0.292937
13470,3004,836127,278.338,0.379408
13471,2505,690200,275.529,0.313191
13480,2544,617118,242.578,0.280029
13496,2444,568970,232.803,0.258181
13497,2224,988428,444.437,0.448518
13508,2287,787357,344.275,0.357278
13527,2451,559681,228.348,0.253966
13530,2277,530332,232.908,0.240648
13543,2456,802776,326.863,0.364275
13544,2187,1.15051e+06,526.07,0.522066
13545,2572,575246,223.657,0.261029
13550,2522,904652,358.704,0.410503
13553,2403,576557,239.932,0.261624
13596,2192,495205,225.915,0.224709
13618,2111,481692,228.182,0.218577
13638,2175,1.09419e+06,503.078,0.496509
13639,2415,921617,381.622,0.418201
13644,2514,589259,234.391,0.267387
13651,2497,566813,226.997,0.257202
13655,2346,538580,229.574,0.244391
13664,1839,387155,210.525,0.175679
13666,2971,634648,213.614,0.287984
13667,2420,667062,275.645,0.302692
13668,2593,624744,240.935,0.283489
13674,2482,1.00342e+06,404.278,0.455321
13678,2520,627565,249.034,0.284769
13689,2213,503056,227.319,0.228271
13702,2426,552272,227.647,0.250604
13705,2490,599996,240.962,0.27226
13712,2392,573614,239.805,0.260288
13714,2609,709779,272.05,0.322076
13719,3203,852158,266.05,0.386683
13729,2524,613370,243.015,0.278328
13732,2236,1.12797e+06,504.459,0.511838
13740,2242,488198,217.751,0.221529
13742,2715,910291,335.282,0.413062
13767,2514,579448,230.488,0.262935
13773,2240,473278,211.285,0.214759
13774,2255,846099,375.21,0.383933
13782,1548,315747,203.971,0.143276
13792,2350,548599,233.446,0.248937
13793,2531,588547,232.535,0.267064
13796,1835,387504,211.174,0.175837
13811,2301,712283,309.554,0.323212
13814,2363,889466,376.414,0.403612
13819,3225,885966,274.718,0.402024
13820,2156,977390,453.335,0.443509
13829,2817,689816,244.876,0.313017
13835,2270,512778,225.893,0.232683
13836,2512,752464,299.548,0.341445
13869,2438,568017,232.985,0.257748
13870,2144,512005,238.808,0.232332
13873,2271,756220,332.99,0.343149
13874,2359,1.06618e+06,451.964,0.483799
13878,2005,1.14769e+06,572.412,0.520786
13883,2583,675766,261.621,0.306642
13885,1985,452138,227.777,0.205166
13887,2423,558799,230.623,0.253566
13895,2667,1.11436e+06,417.832,0.505662
13906,2523,573584,227.342,0.260275
13924,2852,982076,344.346,0.445636
13925,2470,989644,400.665,0.44907
13937,2664,728780,273.566,0.330698
13948,2132,486418,228.151,0.220721
13952,2420,600064,247.96,0.27229
13953,2491,540643,217.039,0.245327
13954,2066,471379,228.16,0.213897
13955,2494,594598,238.411,0.26981
13956,2393,548002,229.002,0.248666
13960,2522,602381,238.85,0.273342
13961,2874,979726,340.893,0.444569
13964,2404,622745,259.045,0.282582
13965,2656,1.24283e+06,467.935,0.563958
13968,2349,604442,257.319,0.274277
13990,2551,795353,311.781,0.360906
13991,1952,424444,217.44,0.192599
13993,2171,811674,373.871,0.368312
13995,2521,929338,368.639,0.421705
13996,2535,571249,225.345,0.259215
14002,2545,591706,232.497,0.268498
14039,2446,564924,230.958,0.256345
14054,2713,758446,279.56,0.344159
14081,2768,715515,258.495,0.324678
14084,2376,546707,230.096,0.248079
14089,2501,716644,286.543,0.325191
14090,2123,502508,236.697,0.228022
14099,2113,1.05702e+06,500.245,0.479643
14100,2199,493698,224.51,0.224025
14101,2442,559382,229.067,0.25383
14102,1760,382336,217.236,0.173492
14103,2098,1.38475e+06,660.033,0.628356
14104,2524,578984,229.392,0.262725
14105,2450,587505,239.798,0.266591
14106,2405,546384,227.187,0.247932
14107,2024,898921,444.131,0.407902
14108,2379,618944,260.17,0.280858
14109,1855,421809,227.39,0.191404
14110,2389,924234,386.871,0.419389
14112,3162,1.13124e+06,357.761,0.513322
14113,2459,557267,226.623,0.25287
14115,2300,528013,229.571,0.239596
14116,2220,507002,228.379,0.230062
14123,2171,529373,243.838,0.240213
14125,2475,571668,230.977,0.259405
14126,2421,956915,395.256,0.434218
14130,2275,521516,229.238,0.236648
14132,2166,495125,228.59,0.224672
14136,2441,1.10347e+06,452.056,0.50072
14142,2508,933891,372.365,0.423771
14143,2453,564649,230.187,0.25622
14144,2572,1.13702e+06,442.076,0.515944
14147,2317,533380,230.203,0.242031
14150,2415,577426,239.1,0.262018
14151,2137,505841,236.706,0.229535
14152,2081,471376,226.514,0.213896
14155,2663,839101,315.096,0.380758
14165,2472,561145,227,0.25463
14175,2254,1.08636e+06,481.971,0.492956
14179,2440,588229,241.078,0.26692
14181,2463,573143,232.701,0.260074
14189,2645,611212,231.082,0.277349
14190,2542,597264,234.958,0.27102
14197,2278,1.04323e+06,457.958,0.473385
14208,2174,996432,458.341,0.45215
14220,2635,576510,218.789,0.261602
14229,2813,653671,232.375,0.296616
14237,2061,438015,212.526,0.198758
14241,2301,564392,245.281,0.256104
14256,2110,1.07528e+06,509.612,0.487929
14258,2288,511749,223.667,0.232216
14259,2492,757965,304.159,0.343941
14263,2635,705264,267.652,0.320027
14284,2364,544607,230.375,0.247126
14286,2430,790312,325.231,0.358619
14291,2517,737143,292.866,0.334493
14296,2362,549407,232.602,0.249304
14297,2494,586551,235.185,0.266159
14304,2282,973464,426.584,0.441728
14325,2442,830529,340.102,0.376868
14330,2412,569015,235.91,0.258201
14332,2682,1.02801e+06,383.3,0.466479
14334,2793,618654,221.502,0.280726
14344,1610,305260,189.603,0.138517
14353,2846,1.07227e+06,376.764,0.486563
14361,2393,533138,222.791,0.241921
14370,2179,493216,226.35,0.223806
14379,2236,956159,427.62,0.433875
14380,1988,407027,204.742,0.184696
14381,2364,568271,240.386,0.257864
14383,2489,605510,243.275,0.274762
14393,2556,635116,248.48,0.288196
14398,2053,623116,303.515,0.282751
14418,2495,568891,228.013,0.258145
14421,2573,1.04918e+06,407.765,0.476085
14422,2443,574445,235.139,0.260665
14436,2456,645014,262.628,0.292687
14438,1886,1.29559e+06,686.95,0.587898
14444,2681,638742,238.248,0.289841
14483,2343,1.02141e+06,435.941,0.463484
14504,2445,598603,244.827,0.271627
14505,2417,1.13201e+06,468.352,0.513671
14517,2196,447651,203.848,0.20313
14519,2621,713010,272.037,0.323542
14520,2463,573056,232.666,0.260035
14531,2539,680678,268.089,0.308871
14546,2481,558288,225.026,0.253334
14555,2382,931227,390.943,0.422562
14559,2891,744945,257.677,0.338033
14570,2401,614459,255.918,0.278822
14576,2501,596015,238.311,0.270453
14581,2775,789931,284.66,0.358446
14588,2308,534703,231.674,0.242632
14590,2762,980380,354.953,0.444866
14591,2134,958214,449.023,0.434808
14597,2102,484751,230.614,0.219965
14598,2322,549155,236.501,0.249189
14603,2515,581693,231.29,0.263954
14613,2886,800232,277.281,0.36312
14625,2277,494323,217.094,0.224308
14636,2561,632378,246.926,0.286953
14641,2416,564695,233.731,0.256241
14650,2370,565773,238.723,0.25673
14671,2465,554144,224.805,0.251453
14676,2433,584171,240.103,0.265079
14695,1917,376499,196.4,0.170844
14704,2302,527993,229.363,0.239587
14707,1667,319924,191.916,0.145172
14720,642,116461,181.403,0.0528464
14722,2499,694872,278.06,0.315311
14724,1966,429082,218.251,0.194704
14734,2153,483857,224.736,0.219559
14735,2483,857396,345.306,0.38906
14739,2497,610220,244.381,0.276899
14747,2403,976559,406.392,0.443132
14748,2378,572358,240.689,0.259718
14749,2680,946098,353.022,0.42931
14759,2611,827594,316.964,0.375536
14761,1892,419794,221.878,0.190489
14764,2641,854432,323.526,0.387715
14778,2399,700888,292.158,0.318041
14783,2404,857493,356.694,0.389104
14784,2407,839058,348.591,0.380738
14785,2466,608430,246.728,0.276087
14789,2255,494454,219.27,0.224368
14796,2304,1.18245e+06,513.217,0.536559
14797,2121,495000,233.381,0.224616
14810,1631,301869,185.082,0.136979
14812,2163,485091,224.268,0.220119
14816,2581,575765,223.078,0.261264
14825,2514,579179,230.381,0.262813
14831,2234,543997,243.508,0.246849
14832,2481,596671,240.496,0.270751
14833,2616,582252,222.573,0.264208
14835,1911,405139,212.004,0.183839
14836,2500,874825,349.93,0.396968
14839,1164,217872,187.175,0.0988635
14855,2360,522413,221.361,0.237055
14869,2225,970478,436.17,0.440373
14870,2331,591859,253.908,0.268567
14875,2476,563434,227.558,0.255669
14883,2403,540756,225.034,0.245378
14887,2114,456360,215.875,0.207082
14892,2507,600323,239.459,0.272408
14894,2513,992457,394.929,0.450346
14896,1944,425694,218.978,0.193167
14902,2320,528733,227.902,0.239923
14913,2544,619723,243.602,0.281211
14918,1647,425130,258.124,0.192911
14919,1924,1.08629e+06,564.599,0.492925
14928,2243,574293,256.038,0.260596
14934,2562,785023,306.41,0.356219
14935,1739,353831,203.468,0.160558
14944,2555,662083,259.132,0.300433
14946,2176,1.11729e+06,513.46,0.506991
14949,2414,560161,232.047,0.254184
14979,2578,782455,303.513,0.355054
14986,1880,1.13969e+06,606.216,0.517156
14990,2349,570419,242.835,0.258838
15007,2340,520796,222.562,0.236321
15012,2473,692251,279.924,0.314122
15013,2330,517213,221.98,0.234695
15023,2192,500522,228.34,0.227121
15024,2328,506286,217.477,0.229737
15028,2481,554603,223.54,0.251662
15065,2340,523883,223.882,0.237722
15070,2505,621648,248.163,0.282085
15091,2616,804567,307.556,0.365087
15102,2433,545043,224.021,0.247324
15103,2202,525741,238.756,0.238565
15107,2516,601520,239.078,0.272951
15119,2311,752430,325.586,0.341429
15130,2637,672169,254.899,0.305009
15131,2365,547534,231.515,0.248454
15145,2446,744537,304.39,0.337848
15163,2415,792905,328.325,0.359796
15164,2709,631143,232.98,0.286393
15170,1785,362585,203.129,0.16453
15171,2560,608588,237.73,0.276158
15172,2465,538640,218.515,0.244418
15183,2366,500247,211.432,0.226997
15187,2109,491209,232.911,0.222895
15192,2463,590109,239.59,0.267773
15200,2374,778113,327.765,0.353083
15201,2378,1.07028e+06,450.077,0.48566
15204,2465,584713,237.206,0.265325
15209,2271,510503,224.792,0.23165
15216,2358,936113,396.994,0.424779
15224,2475,613943,248.058,0.278588
15231,2265,579433,255.82,0.262929
15234,2496,556393,222.914,0.252474
15238,2031,459609,226.297,0.208556
15241,2713,636429,234.585,0.288792
15242,2473,593244,239.889,0.269196
15245,2394,563553,235.402,0.255723
15248,2639,696468,263.913,0.316036
15253,2391,587314,245.635,0.266505
15263,2436,556921,228.621,0.252713
15284,1879,401885,213.883,0.182363
15285,1184,221870,187.39,0.100678
15287,2233,514367,230.348,0.233404
15322,2370,538504,227.217,0.244356
15323,2200,488997,222.271,0.221892
15331,2289,576574,251.889,0.261631
15338,2277,520868,228.752,0.236354
15346,2122,1.04724e+06,493.514,0.475205
15356,2329,1.10898e+06,476.162,0.503221
15362,2701,903637,334.556,0.410042
15371,2411,867126,359.654,0.393475
15390,1901,1.14206e+06,600.769,0.518231
15393,2597,635396,244.666,0.288323
15400,2412,579162,240.117,0.262806
15406,2864,847469,295.904,0.384555
15436,999,186260,186.447,0.084519
15437,2329,888255,381.389,0.403062
15440,2424,509146,210.044,0.231035
15456,1735,359144,206.999,0.162968
15485,2324,1.18158e+06,508.426,0.536164
15503,2002,433252,216.41,0.196596
15508,2431,993578,408.712,0.450855
15516,2212,901398,407.504,0.409026
15521,2521,606944,240.755,0.275412
15523,2529,582260,230.233,0.264211
15527,2357,1.01527e+06,430.746,0.460698
15531,2317,1.12229e+06,484.371,0.50926
15535,2696,925916,343.441,0.420152
15542,2312,520366,225.072,0.236126
15545,2783,1.03125e+06,370.552,0.467949
15546,2535,586911,231.523,0.266322
15550,2577,604217,234.465,0.274175
15567,2257,504269,223.424,0.228822
15570,2291,506746,221.19,0.229946
15574,2527,573329,226.881,0.260159
15575,2079,461853,222.151,0.209575
15576,2538,597202,235.304,0.270992
15579,2464,565558,229.528,0.256633
15588,2256,502030,222.531,0.227806
15599,2409,543900,225.778,0.246805
15618,2399,536598,223.675,0.243491
15619,2232,487758,218.53,0.221329
15627,2269,528163,232.774,0.239664
15630,2122,469474,221.241,0.213033
15637,2451,574468,234.381,0.260676
15641,1814,393021,216.66,0.178341
15642,2531,687951,271.81,0.312171
15649,2422,533964,220.464,0.242296
15660,1896,1.10871e+06,584.761,0.503098
15663,2394,589009,246.035,0.267274
15677,2027,432709,213.473,0.19635
15692,2439,563296,230.954,0.255606
15697,2548,595512,233.718,0.270225
15703,2405,566015,235.349,0.25684
15704,2534,794179,313.409,0.360374
15710,2520,575912,228.537,0.261331
15715,2425,563302,232.29,0.255609
15717,2083,516871,248.138,0.23454
15722,2318,517922,223.435,0.235017
15735,2223,577723,259.884,0.262153
15750,2481,1.02696e+06,413.93,0.466003
15757,2197,503103,228.995,0.228292
15761,2400,789996,329.165,0.358476
15767,2409,548113,227.527,0.248717
15771,2220,501363,225.839,0.227503
15778,2463,556876,226.097,0.252693
15781,2457,551663,224.527,0.250328
15785,3288,905022,275.25,0.410671
15800,2472,789279,319.287,0.35815
15803,2528,636856,251.921,0.288985
15815,819,150565,183.84,0.0683217
15819,2441,791688,324.33,0.359243
15820,2529,776806,307.159,0.35249
15836,2325,532068,228.846,0.241436
15848,2165,1.01817e+06,470.284,0.462014
15862,2705,759553,280.796,0.344662
15864,2775,825560,297.499,0.374613
15889,2414,551293,228.373,0.25016
15892,2536,575111,226.779,0.260967
15901,2431,527078,216.815,0.239172
15906,2282,671787,294.385,0.304836
15914,2234,515300,230.663,0.233827
15916,2536,589285,232.368,0.267399
15924,2479,596163,240.485,0.27052
15939,2311,533487,230.847,0.24208
15940,2069,1.02325e+06,494.563,0.464319
15943,2420,534515,220.874,0.242546
15965,2113,1.00482e+06,475.541,0.455956
15971,2495,608584,243.921,0.276156
15974,2098,404635,192.867,0.183611
15978,2401,1.0684e+06,444.981,0.484807
15985,2369,532186,224.646,0.241489
