dog,nseg,kb_avg,kb_total,coi
5849,2451,590792,241.041,0.268083
5853,2459,596618,242.626,0.270727
5869,2401,541667,225.601,0.245792
5871,2150,482130,224.246,0.218776
5872,2672,847848,317.308,0.384727
5873,1552,297915,191.956,0.135185
5918,2438,546059,223.978,0.247785
5926,1872,378826,202.365,0.171899
5937,2245,490543,218.505,0.222593
5938,2274,507822,223.317,0.230434
5939,2192,472787,215.687,0.214536
5940,2569,600309,233.674,0.272402
5941,2463,559058,226.982,0.253683
5949,2534,576891,227.66,0.261775
5950,2420,901949,372.706,0.409276
5951,2318,501126,216.189,0.227395
5954,3377,784941,232.437,0.356182
5955,3547,1.00093e+06,282.19,0.454191
5962,2226,474916,213.349,0.215502
5970,2251,482948,214.548,0.219147
5988,2444,584151,239.014,0.26507
6008,2420,1.06256e+06,439.075,0.482157
6014,2142,461385,215.399,0.209362
6015,2074,454313,219.052,0.206153
6036,2350,556254,236.704,0.252411
6038,1956,379047,193.787,0.172
6039,2443,951902,389.645,0.431944
6069,2494,579460,232.341,0.262941
6070,2316,490216,211.665,0.222445
6071,2518,597737,237.385,0.271234
6080,2352,585656,249.003,0.265752
6088,2168,481033,221.879,0.218278
6094,2435,543608,223.248,0.246672
6097,2415,908887,376.351,0.412425
6101,2574,674704,262.123,0.30616
6105,1968,1.2112e+06,615.447,0.549605
6113,2269,534637,235.626,0.242602
6124,2509,586567,233.785,0.266166
6126,2451,716083,292.159,0.324936
6132,2430,565455,232.698,0.256586
6136,2607,594268,227.951,0.26966
6168,2343,570036,243.293,0.258665
6174,2426,566144,233.365,0.256899
6179,1966,428970,218.194,0.194653
6203,2267,517271,228.174,0.234721
6204,2060,409841,198.952,0.185973
6220,2104,516594,245.53,0.234414
6221,2138,1.06036e+06,495.958,0.481158
6226,2552,681521,267.054,0.309253
6263,2456,550794,224.265,0.249933
6274,2073,616111,297.208,0.279572
6301,2131,1.07657e+06,505.196,0.488514
6302,2690,968886,360.181,0.43965
6305,678,126144,186.054,0.0572402
6306,2507,622943,248.481,0.282672
6348,2509,580877,231.517,0.263584
6357,2284,485654,212.633,0.220375
6359,2843,643013,226.174,0.291779
6360,2584,620701,240.209,0.281655
6368,2515,691366,274.897,0.31372
6369,2361,616469,261.105,0.279734
6378,2551,578920,226.938,0.262696
6385,2591,960227,370.601,0.435721
6386,571,106482,186.483,0.0483182
6403,2319,1.13064e+06,487.557,0.513049
6404,2480,737077,297.208,0.334463
6407,4063,1.42648e+06,351.091,0.647292
6429,2035,440702,216.561,0.199977
6435,2768,1.0484e+06,378.758,0.475731
6441,2523,580668,230.15,0.263489
6446,2325,542657,233.401,0.246241
6447,2712,731466,269.715,0.331917
6457,3704,819056,221.128,0.371662
6502,2570,592231,230.44,0.268736
6503,2494,580966,232.945,0.263624
6508,2267,519337,229.086,0.235659
6519,2514,671612,267.149,0.304757
6529,2435,596266,244.873,0.270567
6535,2277,488909,214.716,0.221852
6548,2172,853781,393.085,0.387419
6552,2409,548542,227.705,0.248911
6571,2257,519564,230.201,0.235762
6572,2487,772367,310.562,0.350476
6580,2490,704703,283.013,0.319772
6597,2570,600372,233.608,0.27243
6615,2845,731707,257.191,0.332026
6616,2503,584140,233.376,0.265065
6618,2805,762936,271.991,0.346197
6619,1969,443387,225.184,0.201195
6628,2737,733120,267.855,0.332667
6629,2373,563193,237.334,0.255559
6636,2764,701710,253.875,0.318414
6638,2346,570317,243.102,0.258792
6680,1927,426027,221.083,0.193318
6691,2210,553941,250.652,0.251361
6696,1846,357053,193.42,0.16202
6701,2075,959238,462.283,0.435272
6704,2020,432865,214.29,0.196421
6710,2532,599524,236.779,0.272045
6726,2701,879031,325.446,0.398877
6757,2375,557254,234.633,0.252865
6762,2140,508610,237.668,0.230791
6763,2332,1.18036e+06,506.157,0.535611
6769,2624,998758,380.624,0.453205
6770,2597,792757,305.259,0.359728
6808,2490,657065,263.881,0.298156
6842,2385,519002,217.611,0.235507
6843,2476,559698,226.049,0.253974
6886,2551,1.01635e+06,398.411,0.461188
6904,2892,807576,279.245,0.366453
6937,2428,549071,226.141,0.249151
6986,2419,690185,285.318,0.313184
7018,2468,582531,236.033,0.264334
7030,2513,677904,269.759,0.307612
7035,2388,533410,223.371,0.242045
7050,2544,893666,351.284,0.405518
7074,2691,701499,260.683,0.318318
7092,2439,552021,226.331,0.25049
7097,2498,782047,313.069,0.354869
7115,1924,444691,231.129,0.201787
7133,2513,765122,304.466,0.347189
7138,1877,1.4319e+06,762.865,0.649752
7146,2203,520422,236.233,0.236151
7147,2509,546250,217.716,0.247871
7153,2503,891282,356.086,0.404436
7164,2548,697754,273.844,0.316619
7181,2307,543007,235.373,0.2464
7184,2893,782036,270.32,0.354864
7196,2414,722871,299.45,0.328016
7197,2822,774324,274.388,0.351364
7208,2508,714461,284.873,0.3242
7209,2760,905283,328.001,0.410789
7224,2239,586078,261.759,0.265944
7227,2461,600287,243.92,0.272392
7241,2501,644723,257.786,0.292555
7264,2400,767300,319.708,0.348177
7269,2478,577699,233.131,0.262142
7277,2597,571162,219.931,0.259176
7284,2531,606117,239.477,0.275037
7295,2481,585341,235.929,0.26561
7297,2523,872860,345.961,0.396077
7312,2436,1.00046e+06,410.699,0.453978
7325,2605,752618,288.913,0.341515
7329,2953,672332,227.678,0.305083
7334,2382,526648,221.095,0.238976
7364,2348,877448,373.7,0.398159
7369,2841,1.03574e+06,364.567,0.469987
7382,2429,527037,216.977,0.239153
7392,2456,565430,230.224,0.256575
7394,2900,1.04673e+06,360.942,0.474974
7399,2400,559777,233.241,0.254009
7402,2583,809863,313.536,0.367491
7414,2621,822955,313.985,0.373431
7427,2544,669896,263.324,0.303978
7432,2497,687009,275.134,0.311743
7448,2387,652833,273.495,0.296235
7474,1428,269953,189.043,0.122496
7493,2539,552022,217.417,0.25049
7494,3138,930278,296.456,0.422131
7497,2301,499684,217.159,0.226741
7502,2995,756243,252.502,0.34316
7505,2473,571364,231.041,0.259267
7513,2317,545952,235.629,0.247736
7514,2371,594325,250.664,0.269686
7515,2545,605975,238.104,0.274973
7528,2414,545593,226.012,0.247573
7529,2834,761167,268.584,0.345394
7536,2251,531946,236.316,0.241381
7538,2097,489730,233.538,0.222224
7541,2679,811709,302.99,0.368328
7543,2597,1.21661e+06,468.468,0.55206
7544,2184,1.20228e+06,550.496,0.545557
7570,2410,537457,223.011,0.243881
7573,2368,533982,225.499,0.242304
7578,2345,574924,245.17,0.260883
7582,2341,495208,211.537,0.22471
7583,2519,593782,235.721,0.26944
7584,2252,536441,238.207,0.24342
7591,2444,572256,234.147,0.259672
7592,2503,561946,224.509,0.254994
7596,2087,457543,219.235,0.207619
7601,2141,582020,271.845,0.264103
7603,2460,555178,225.682,0.251923
7607,2244,787951,351.137,0.357548
7616,2592,594671,229.426,0.269843
7622,3250,876217,269.605,0.3976
7626,2477,674035,272.117,0.305856
7629,2363,474779,200.922,0.21544
7631,2629,806518,306.778,0.365973
7647,2236,522953,233.879,0.2373
7653,3694,1.07202e+06,290.205,0.486449
7655,2426,582415,240.072,0.264282
7660,2104,452222,214.934,0.205204
7666,2487,685556,275.656,0.311084
7667,2425,540438,222.861,0.245234
7674,1785,342979,192.145,0.155633
7678,2864,1.14354e+06,399.282,0.518903
7679,3482,1.21398e+06,348.645,0.550866
7686,2473,552706,223.496,0.250801
7688,2238,512627,229.056,0.232614
7699,632,114345,180.926,0.0518862
7704,2669,734463,275.183,0.333276
7709,2442,741604,303.687,0.336517
7712,2482,581984,234.482,0.264086
7716,2413,555705,230.296,0.252162
7717,2477,567789,229.225,0.257645
7722,2906,1.00079e+06,344.388,0.454127
7726,2382,538238,225.961,0.244236
7737,2001,481348,240.554,0.218421
7750,2329,685871,294.492,0.311227
7752,2577,859366,333.475,0.389954
7775,2481,586472,236.385,0.266123
7780,613,116210,189.575,0.0527325
7787,2364,557620,235.88,0.253031
7788,2290,543220,237.214,0.246496
7790,2715,694406,255.766,0.3151
7807,2355,546229,231.944,0.247862
7808,2221,488787,220.075,0.221796
7809,2268,456782,201.403,0.207273
7810,2571,658752,256.224,0.298921
7812,2469,518315,209.929,0.235195
7825,2399,510289,212.709,0.231553
7826,2277,502033,220.48,0.227807
7831,2303,640404,278.074,0.290595
7834,2446,572058,233.875,0.259582
7835,2466,1.18548e+06,480.729,0.537934
7836,2459,711699,289.426,0.322947
7837,2267,510197,225.054,0.231512
7838,2760,999341,362.08,0.45347
7867,2134,827461,387.751,0.375476
7868,2478,650623,262.56,0.295232
7872,2272,531483,233.927,0.24117
7876,2413,529214,219.318,0.240141
7882,2527,728156,288.15,0.330415
7884,1961,447987,228.448,0.203283
7886,2378,547850,230.383,0.248597
7902,2057,1.27345e+06,619.083,0.577852
7919,2159,462210,214.085,0.209737
7928,2573,570315,221.654,0.258791
7929,758,138433,182.63,0.0628166
7948,1652,322587,195.27,0.14638
7955,881,171559,194.732,0.0778481
7959,1943,1.22223e+06,629.044,0.55461
7961,3123,762913,244.288,0.346186
7965,1056,199625,189.039,0.0905836
7969,1886,1.21966e+06,646.689,0.553444
7981,2990,1.02033e+06,341.249,0.462994
7991,2476,575540,232.447,0.261162
8017,2624,659413,251.301,0.299221
8018,2366,480076,202.906,0.217844
8021,2642,918259,347.562,0.416677
8023,2419,542846,224.409,0.246327
8027,2829,935154,330.56,0.424344
8072,2327,1.00749e+06,432.958,0.457168
8077,2308,637854,276.367,0.289438
8085,2412,526208,218.163,0.238777
8103,2282,495441,217.108,0.224816
8105,1300,261231,200.947,0.118539
8139,1713,332920,194.349,0.151069
8140,1902,363364,191.043,0.164883
8142,2271,550853,242.56,0.24996
8148,2584,1.05312e+06,407.553,0.477873
8154,2811,729996,259.693,0.331249
8173,2603,694361,266.754,0.315079
8181,2495,784739,314.525,0.35609
8188,2662,952187,357.696,0.432073
8193,2306,492809,213.707,0.223621
8194,2351,500591,212.927,0.227153
8222,2700,757806,280.669,0.343869
8223,3051,951443,311.846,0.431735
8242,2875,958548,333.408,0.434959
8246,2679,589968,220.22,0.267709
8254,2459,554194,225.374,0.251476
8260,1703,340146,199.733,0.154348
8276,3340,937442,280.671,0.425382
8278,2277,497723,218.587,0.225851
8285,2353,513716,218.324,0.233108
8288,2836,1.01725e+06,358.693,0.461596
8299,2277,493171,216.588,0.223786
8300,2505,569815,227.471,0.258564
8301,2439,542314,222.351,0.246085
8318,2026,444012,219.157,0.201479
8343,2161,471107,218.004,0.213774
8344,2218,534834,241.133,0.242691
8347,2392,589792,246.569,0.267629
8348,2510,551784,219.834,0.250382
8352,2240,673740,300.777,0.305722
8353,2229,508834,228.279,0.230893
8356,1913,1.36645e+06,714.297,0.620053
8357,2026,1.18451e+06,584.653,0.537494
8358,2257,1.22234e+06,541.579,0.55466
8363,2476,668494,269.989,0.303342
8380,2608,809770,310.495,0.367448
8382,2494,636342,255.149,0.288752
8391,2546,597998,234.878,0.271353
8404,2518,566599,225.019,0.257105
8413,1767,339802,192.305,0.154192
8417,2637,654636,248.25,0.297053
8421,2530,578554,228.677,0.26253
8427,2821,714079,253.13,0.324027
8440,2438,548552,225.001,0.248916
8447,1547,1.65536e+06,1070.05,0.751151
8464,2256,816790,362.052,0.370634
8480,2398,546918,228.072,0.248174
8484,2193,506574,230.996,0.229868
8495,2995,753005,251.421,0.34169
8500,2811,941616,334.975,0.427276
8502,3251,1.00806e+06,310.078,0.457426
8506,2414,574721,238.078,0.260791
8510,2542,589146,231.765,0.267336
8521,2410,576730,239.307,0.261702
8523,2217,676579,305.178,0.307011
8526,2517,1.20947e+06,480.519,0.54882
8531,2131,450376,211.345,0.204367
8563,2989,760056,254.284,0.34489
8568,2174,837126,385.063,0.379862
8574,2825,1.05147e+06,372.201,0.477124
8579,2240,478794,213.747,0.217262
8585,2087,567535,271.938,0.25753
8615,2631,779611,296.317,0.353763
8637,2237,473981,211.882,0.215078
8663,1512,286054,189.189,0.129802
8670,2217,510351,230.199,0.231581
8671,2193,821997,374.828,0.372997
8675,2524,636111,252.025,0.288647
8676,2365,568823,240.517,0.258114
8677,2301,531473,230.975,0.241166
8682,2189,455835,208.239,0.206844
8684,2168,473565,218.434,0.214889
8698,2508,568918,226.841,0.258157
8699,2388,527012,220.692,0.239142
8700,2375,549495,231.366,0.249344
8701,2385,482248,202.201,0.218829
8712,2279,525682,230.663,0.238538
8713,2489,729226,292.98,0.3309
8715,2290,509600,222.533,0.231241
8717,2711,799956,295.078,0.362995
8718,2629,792021,301.263,0.359394
8730,2426,548035,225.901,0.248681
8738,2284,987725,432.454,0.448199
8739,1410,289512,205.328,0.131372
8743,2464,601577,244.146,0.272977
8752,2572,785612,305.448,0.356486
8753,2984,927450,310.808,0.420848
8762,3028,891306,294.355,0.404447
8794,2501,577492,230.905,0.262048
8800,2412,628669,260.642,0.28527
8806,2321,510937,220.137,0.231847
8825,2556,691894,270.694,0.31396
8842,2915,864791,296.669,0.392415
8850,2451,727384,296.77,0.330064
8867,1050,198032,188.602,0.0898608
8891,2431,525109,216.005,0.238278
8908,2416,824818,341.398,0.374277
8916,3240,1.04704e+06,323.161,0.475114
8918,2665,1.0351e+06,388.405,0.469696
8919,3128,1.14205e+06,365.107,0.518227
8921,2630,1.02591e+06,390.081,0.465526
8936,2364,566714,239.727,0.257157
8943,2401,700062,291.571,0.317666
8946,2634,945074,358.798,0.428845
8956,2554,737361,288.708,0.334591
8957,2443,543040,222.284,0.246415
8970,944,184252,195.182,0.0836078
8980,2576,717843,278.666,0.325735
8981,2526,731330,289.521,0.331855
8982,2659,771481,290.14,0.350074
8991,2163,525857,243.114,0.238618
9001,2592,678379,261.72,0.307827
9003,2366,915084,386.764,0.415237
9006,2372,540428,227.836,0.245229
9007,967,180828,186.999,0.0820541
9009,2764,700949,253.6,0.318069
9023,2681,882061,329.005,0.400252
9029,2562,626879,244.683,0.284458
9037,1200,238255,198.546,0.108113
9038,2351,618704,263.166,0.280749
9045,2426,606151,249.856,0.275052
9046,2554,754065,295.249,0.342171
9064,2437,896119,367.714,0.406631
9074,2815,777610,276.238,0.352855
9075,2104,475792,226.137,0.2159
9076,2234,487938,218.414,0.221411
9083,2462,571136,231.981,0.259164
9092,3125,1.21794e+06,389.742,0.552663
9093,2376,544269,229.07,0.246972
9095,2519,539606,214.214,0.244856
9115,1770,348692,197.001,0.158226
9120,2341,509656,217.709,0.231266
9130,2380,912572,383.434,0.414097
9132,1813,346096,190.897,0.157048
9133,2596,586427,225.896,0.266102
9136,2103,494145,234.971,0.224228
9144,2459,607307,246.973,0.275577
9145,2518,682966,271.234,0.309909
9162,2195,610086,277.943,0.276838
9168,3086,788587,255.537,0.357836
9171,2571,613106,238.47,0.278208
9172,2233,1.13748e+06,509.397,0.516153
9187,2207,677825,307.125,0.307576
9196,2627,612399,233.117,0.277888
9200,2422,800156,330.37,0.363086
9209,2351,849992,361.545,0.3857
9230,2494,582466,233.547,0.264305
9240,2443,859555,351.844,0.390039
9242,818,149482,182.741,0.0678303
9258,2433,541808,222.691,0.245856
9264,2448,734375,299.99,0.333237
9285,2212,505154,228.37,0.229223
9286,2432,572561,235.428,0.25981
9292,2240,480332,214.434,0.21796
9302,2136,1.048e+06,490.635,0.47555
9305,2493,579851,232.592,0.263118
9315,2354,637141,270.663,0.289115
9316,2661,878997,330.326,0.398861
9318,2474,544760,220.194,0.247195
9325,2585,653063,252.636,0.29634
9334,2271,567582,249.926,0.257551
9346,2466,544381,220.754,0.247023
9347,3131,1.13045e+06,361.052,0.512963
9352,1892,367886,194.443,0.166935
9362,2334,800519,342.982,0.363251
9373,1308,245340,187.569,0.111328
9382,2396,529272,220.898,0.240167
9406,3323,1.13878e+06,342.696,0.516743
9407,2174,489180,225.014,0.221975
9420,2730,743301,272.271,0.337287
9444,2705,845117,312.428,0.383488
9456,2434,894632,367.556,0.405956
9462,2534,670653,264.662,0.304321
9481,2129,456713,214.52,0.207242
9482,1394,257316,184.589,0.116762
9484,2760,768307,278.372,0.348634
9511,2183,1.09563e+06,501.891,0.497163
9549,2688,922173,343.07,0.418453
9561,1229,232220,188.951,0.105374
9563,2527,591441,234.049,0.268378
9569,2542,596565,234.683,0.270703
9571,1025,195476,190.708,0.0887009
9578,2532,700954,276.838,0.318071
9579,2482,548034,220.804,0.248681
9600,2113,432857,204.854,0.196417
9616,2647,947463,357.938,0.429929
9621,2438,762223,312.643,0.345873
9622,2584,847060,327.81,0.384369
9623,2640,699296,264.885,0.317319
9632,2226,941120,422.785,0.427051
9639,1160,211687,182.489,0.096057
9643,2262,508896,224.976,0.230921
9646,2500,577904,231.162,0.262235
9648,2480,848782,342.251,0.385151
9649,2726,692932,254.194,0.314431
9662,2381,868411,364.725,0.394058
9665,2525,637205,252.358,0.289144
9666,2841,1.12868e+06,397.281,0.51216
9667,2170,461254,212.559,0.209303
9669,2804,892118,318.159,0.404815
9674,2494,657238,263.528,0.298234
9702,2049,433105,211.374,0.19653
9718,2458,586664,238.676,0.26621
9723,1663,315944,189.984,0.143366
9736,2184,957356,438.35,0.434418
9737,2491,583314,234.169,0.26469
9738,2507,572692,228.437,0.25987
9739,2375,967219,407.25,0.438894
9740,2564,564755,220.263,0.256268
9761,2453,611953,249.471,0.277685
9765,2482,815851,328.707,0.370208
9767,2542,613012,241.153,0.278166
9773,2519,578222,229.544,0.262379
9786,2343,648456,276.763,0.294249
9791,2499,581389,232.649,0.263816
9797,2919,905407,310.177,0.410846
9801,2549,596717,234.098,0.270772
9814,2478,552916,223.13,0.250896
9831,2430,608251,250.309,0.276005
9832,2497,1.0876e+06,435.563,0.493519
9849,2760,693442,251.247,0.314662
9860,2351,557859,237.286,0.253139
9868,2355,512032,217.423,0.232344
9870,2042,397445,194.635,0.180348
9881,2426,505328,208.297,0.229302
9893,2366,858766,362.961,0.389681
9895,1920,431382,224.678,0.195748
9896,2306,508925,220.696,0.230934
9900,2754,717336,260.471,0.325505
9922,2309,546356,236.62,0.247919
9933,2270,549612,242.12,0.249397
9934,2302,526189,228.579,0.238768
9945,2357,543768,230.703,0.246745
9950,2290,539809,235.725,0.244949
9962,1732,471430,272.188,0.21392
9964,2417,546473,226.096,0.247972
9966,2079,489651,235.522,0.222188
9968,895,170913,190.964,0.077555
9978,2482,817579,329.403,0.370992
9980,2075,449775,216.759,0.204094
9986,2786,826291,296.587,0.374945
9999,2502,485810,194.169,0.220445
10010,1256,237373,188.991,0.107712
10015,1008,188588,187.091,0.0855754
10018,2463,724922,294.325,0.328947
10029,2140,456180,213.168,0.207
10030,2246,503546,224.197,0.228494
10032,2150,458199,213.116,0.207916
10038,2452,697758,284.567,0.316621
10047,2807,730189,260.131,0.331337
10048,2437,563962,231.416,0.255908
10057,2397,581663,242.663,0.263941
10059,2502,586930,234.584,0.266331
10061,2405,545496,226.818,0.247529
10062,1241,236331,190.436,0.10724
10078,2357,522459,221.663,0.237076
10079,2484,558888,224.995,0.253606
10097,2523,578612,229.335,0.262556
10102,2573,1.07988e+06,419.697,0.490016
10103,2516,633759,251.892,0.28758
10108,2414,632785,262.131,0.287138
10112,2401,1.01521e+06,422.826,0.460671
10115,2380,566198,237.898,0.256923
10129,2083,467258,224.32,0.212027
10130,2209,983517,445.232,0.446289
10140,2681,789914,294.634,0.358438
10144,2612,724785,277.483,0.328885
10155,2454,551502,224.736,0.250254
10166,2555,594053,232.506,0.269563
10175,2498,561468,224.767,0.254777
10178,2297,492208,214.283,0.223349
10184,2412,712709,295.485,0.323405
10185,2417,775364,320.796,0.351836
10186,2343,1.02828e+06,438.875,0.466601
10187,2691,783646,291.21,0.355594
10188,2716,740636,272.694,0.336078
10189,2634,711678,270.189,0.322937
10194,2561,729389,284.806,0.330974
10199,2295,536441,233.743,0.24342
10201,2579,808116,313.345,0.366698
10202,2165,1.16657e+06,538.83,0.529353
10220,2273,493649,217.18,0.224003
10230,2393,495667,207.132,0.224918
10236,2447,800998,327.339,0.363468
10239,2537,576095,227.077,0.261414
10246,2530,567560,224.332,0.257541
10247,2587,852027,329.349,0.386623
10255,2726,1.19762e+06,439.331,0.543443
10263,2912,1.36693e+06,469.414,0.62027
10265,2396,546149,227.942,0.247825
10294,2371,540228,227.848,0.245139
10295,2456,714433,290.893,0.324187
10296,3743,929126,248.23,0.421608
10309,2450,545529,222.665,0.247544
10310,2443,603483,247.025,0.273842
10311,1374,257185,187.18,0.116703
10312,3230,1.08478e+06,335.844,0.492239
10313,3064,864871,282.269,0.392452
10328,2381,534415,224.45,0.242501
10338,2483,566738,228.247,0.257168
10358,2523,562416,222.915,0.255207
10359,2177,491124,225.596,0.222857
10360,2275,528575,232.341,0.239851
10367,1220,240254,196.93,0.10902
10373,2223,524449,235.919,0.237979
10375,2485,765270,307.956,0.347256
10376,1273,249077,195.661,0.113023
10383,2392,558290,233.399,0.253335
10385,2509,559773,223.106,0.254008
10387,2493,1.08714e+06,436.078,0.49331
10398,2452,513746,209.521,0.233122
10399,2246,502248,223.619,0.227905
10412,2417,567345,234.731,0.257444
10430,2726,1.04586e+06,383.662,0.474579
10432,1635,302691,185.132,0.137352
10433,2065,455461,220.562,0.206674
10436,2354,512975,217.916,0.232772
10451,2654,776697,292.651,0.352441
10463,2464,585520,237.63,0.265691
10474,2127,458924,215.761,0.208245
10479,1903,1.04617e+06,549.75,0.474719
10480,3235,1.06033e+06,327.768,0.481145
10487,2494,561523,225.15,0.254802
10495,2681,768080,286.49,0.348531
10498,2355,545711,231.724,0.247627
10512,2259,530733,234.941,0.24083
10524,2431,529033,217.619,0.240059
10525,2313,534134,230.927,0.242373
10526,2393,803579,335.804,0.364639
10527,2292,518908,226.4,0.235464
10529,2894,1.02285e+06,353.438,0.464138
10534,1392,264181,189.785,0.119877
10540,1791,375385,209.595,0.170338
10544,1495,291998,195.316,0.1325
10546,1882,433502,230.341,0.19671
10553,2448,576061,235.319,0.261399
10556,2558,792126,309.666,0.359442
10559,2131,467634,219.443,0.212198
10567,2950,886592,300.54,0.402308
10569,2098,419850,200.119,0.190515
10586,2094,441834,211,0.200491
10590,2250,504540,224.24,0.228945
10591,2935,680448,231.839,0.308766
10599,2057,1.13795e+06,553.211,0.516366
10600,2760,786146,284.836,0.356729
10604,3070,874213,284.76,0.396691
10605,2499,608202,243.378,0.275983
10607,2394,578919,241.821,0.262695
10610,2540,686098,270.117,0.31133
10617,2459,642431,261.257,0.291515
10618,2790,783822,280.94,0.355674
10626,2193,555914,253.495,0.252256
10632,2236,494984,221.37,0.224608
10637,1875,395280,210.816,0.179366
10642,2403,529291,220.263,0.240176
10646,2532,1.0018e+06,395.656,0.454586
10654,2513,536557,213.513,0.243473
10656,2196,758634,345.462,0.344245
10660,2422,819336,338.289,0.371789
10663,2284,471381,206.384,0.213898
10677,2069,866901,418.995,0.393373
10679,1925,387829,201.47,0.175985
10681,2382,523338,219.705,0.237475
10683,2129,474893,223.059,0.215492
10685,2785,707876,254.174,0.321212
10686,2260,508992,225.217,0.230965
10688,2242,599394,267.348,0.271986
10695,2003,414021,206.7,0.18787
10696,2371,539108,227.376,0.24463
10699,2532,579476,228.861,0.262948
10700,2275,943118,414.557,0.427958
10701,2411,898523,372.676,0.407722
10702,2962,1.14209e+06,385.58,0.518245
10709,2196,524251,238.73,0.237889
10729,2456,596038,242.686,0.270464
10732,2278,1.02005e+06,447.784,0.462867
10733,2227,1.09768e+06,492.898,0.498093
10735,2794,1.1072e+06,396.277,0.502413
10736,2419,860160,355.585,0.390314
10737,2129,906755,425.906,0.411457
10738,2321,550875,237.344,0.24997
10740,2740,705534,257.494,0.320149
10741,3120,989889,317.272,0.449181
10746,955,187757,196.604,0.0851983
10747,2398,831592,346.786,0.377351
10753,2573,841929,327.217,0.382041
10764,2596,794337,305.985,0.360445
10765,2641,531591,201.284,0.241219
10766,2263,525208,232.085,0.238323
10774,2273,487300,214.386,0.221122
10777,3131,923833,295.06,0.419207
10784,2406,545939,226.907,0.24773
10791,2428,586890,241.718,0.266312
10792,2305,627739,272.338,0.284848
10799,2330,521953,224.014,0.236846
10801,2501,540870,216.261,0.24543
10807,2421,553473,228.613,0.251149
10810,2152,1.04125e+06,483.85,0.472487
10817,2149,435230,202.527,0.197494
10818,2376,577443,243.031,0.262026
10819,2377,567012,238.541,0.257292
10820,2472,828412,335.118,0.375908
10821,898,164771,183.486,0.074768
10826,955,181299,189.842,0.0822678
10827,2075,432266,208.321,0.196149
10828,2231,535236,239.908,0.242873
10829,2979,1.00008e+06,335.711,0.453805
10831,2412,506109,209.83,0.229657
10836,2149,457646,212.958,0.207666
10837,2515,599034,238.184,0.271823
10841,2447,555927,227.187,0.252262
10857,2537,620818,244.706,0.281708
10861,2598,879269,338.441,0.398985
10865,2585,690906,267.275,0.313512
10869,2187,418436,191.329,0.189873
10870,1433,274832,191.788,0.12471
10884,2243,789017,351.769,0.358031
10886,2620,1.05047e+06,400.944,0.476671
10887,2946,717881,243.68,0.325752
10888,2304,514219,223.185,0.233337
10891,3403,962610,282.871,0.436802
10910,2626,660481,251.516,0.299706
10915,2387,544770,228.224,0.2472
10927,2242,905990,404.099,0.41111
10938,1716,1.41599e+06,825.167,0.642532
10941,2413,539124,223.425,0.244638
10943,2375,513838,216.353,0.233164
10964,1926,403998,209.76,0.183322
10968,2491,570474,229.014,0.258863
10970,2339,450882,192.767,0.204596
10977,2477,629077,253.967,0.285456
10980,2243,497561,221.829,0.225778
10983,3115,955942,306.884,0.433777
10985,2263,644544,284.818,0.292474
10986,3497,1.28454e+06,367.328,0.582884
10987,2465,1.05221e+06,426.861,0.47746
10988,2287,487024,212.953,0.220996
11000,2720,631116,232.028,0.286381
11020,1877,418387,222.902,0.189851
11024,1081,204475,189.154,0.0927844
11028,2574,572482,222.409,0.259775
11036,2183,560665,256.832,0.254412
11038,2404,477117,198.468,0.216501
11059,2574,688732,267.573,0.312525
11061,2335,553452,237.024,0.251139
11063,2829,909749,321.58,0.412816
11067,2193,1.12161e+06,511.448,0.508952
11072,3183,703562,221.037,0.319255
11074,2452,580448,236.724,0.263389
11075,2384,559429,234.66,0.253851
11084,2296,472724,205.89,0.214507
11089,1945,423150,217.558,0.192012
11091,2766,826719,298.886,0.375139
11113,2840,712264,250.797,0.323203
11120,915,170014,185.808,0.0771471
11149,2426,521270,214.868,0.236536
11150,2469,667306,270.274,0.302803
11151,2185,480098,219.725,0.217854
11152,2388,526128,220.322,0.238741
11166,2518,723263,287.237,0.328194
11168,2039,1.12122e+06,549.885,0.508775
11172,1807,386482,213.881,0.175374
11178,774,147069,190.012,0.0667353
11183,2352,577865,245.691,0.262217
11185,2444,534345,218.636,0.242469
11191,2508,616561,245.838,0.279776
11192,2248,508175,226.056,0.230594
11199,2441,519940,213.003,0.235933
11200,2400,611566,254.819,0.27751
11209,2795,1.06065e+06,379.479,0.48129
11213,2203,420825,191.024,0.190957
11214,2621,707117,269.789,0.320868
11216,2864,1.16776e+06,407.737,0.529893
11217,1981,449336,226.823,0.203895
11227,2532,561751,221.861,0.254905
11228,2509,571253,227.681,0.259217
11236,2428,519471,213.95,0.23572
11237,2230,479350,214.955,0.217514
11244,2806,774288,275.94,0.351348
11251,2531,760269,300.383,0.344986
11254,2356,908657,385.678,0.41232
11261,2199,443807,201.822,0.201386
11265,2391,554763,232.021,0.251734
11266,2683,693533,258.492,0.314704
11271,1919,391014,203.759,0.17743
11272,2149,467812,217.688,0.212279
11275,2277,1.09841e+06,482.394,0.498424
11276,2007,404339,201.465,0.183476
11279,1074,202314,188.375,0.0918038
11283,2487,552748,222.255,0.25082
11290,2653,640629,241.473,0.290698
11295,2412,574119,238.026,0.260517
11301,1825,363085,198.951,0.164757
11307,2544,649662,255.37,0.294796
11315,2845,777958,273.447,0.353013
11316,3427,837524,244.39,0.380042
11326,2293,1.0444e+06,455.473,0.473916
11346,2567,588655,229.316,0.267113
