3	3	0
8	8	0.0015522636835050305
14	14	0
19	19	0
23	23	0.0018692053781033577
28	28	0.0018692053781033577
30	30	0
34	34	8.198685685942409e-4
46	46	0
59	59	0
61	61	0
64	64	0
66	66	0.001123615816599674
71	71	0
84	84	0.0018692053781033577
87	87	0.014277055362584534
88	88	0
94	94	0
95	95	0.034846511701060005
98	98	0
100	100	0
104	104	0
111	111	0
113	113	0.0018692053781033577
114	114	0
117	117	0
120	120	0
121	121	0
122	122	0
123	123	0
124	124	0.0018692053781033577
128	128	0
131	131	0
132	132	0
135	135	0
137	137	0
139	139	0
140	140	0
144	144	0
147	147	0
148	148	0
149	149	0
157	157	0
158	158	0
160	160	0
166	166	0.00163768929313996
167	167	0
168	168	0
172	172	0
181	181	0.006084255798419833
182	182	0
183	183	0
184	184	0
191	191	0
198	198	0
199	199	0.00485553100157352
200	200	0.034344404106332674
206	206	0
213	213	0
214	214	0
215	215	0
219	219	0
220	220	0
223	223	0
234	234	0
235	235	0
238	238	0
268	268	0
275	275	0
281	281	0
289	289	0.010350407314566299
290	290	0.010747390858390068
291	291	0
294	294	0
295	295	0
296	296	0
297	297	0
298	298	0
305	305	0
306	306	0
333	333	0
335	335	0
341	341	0
343	343	0
344	344	0.0018692053781033577
345	345	0
383	383	0.007366484702860472
390	390	0
391	391	0
392	392	0
393	393	0.0029577167310403225
395	395	0
406	406	0
407	407	0
427	427	0
429	429	0.0032004498156821947
435	435	0
443	443	0
446	446	0
472	472	0
473	473	0
497	497	0.0034306341301627527
508	508	0
511	511	0
523	523	0
541	541	0
542	542	0
548	548	0
559	559	0
560	560	0
561	561	0.031613987144854326
565	565	0
566	566	0
569	569	0
581	581	0
582	582	0
603	603	0
605	605	0
607	607	0.0018692053781033577
616	616	0
635	635	0
637	637	0
638	638	0
639	639	0
656	656	0
678	678	0
679	679	0.03494191508048516
684	684	0
697	697	0
700	700	0.00369625366778222
701	701	0
716	716	0
721	721	0
722	722	0
723	723	0
729	729	0
755	755	0
765	765	0
779	779	0.0016668597031679478
784	784	0
790	790	0
791	791	0
798	798	0
801	801	0
816	816	0.015431847563365844
817	817	0
819	819	0
832	832	0
844	844	0
857	857	0
859	859	0
866	866	0
869	869	0
874	874	0
879	879	0
901	901	0
902	902	0.00280316591746563
903	903	0
908	908	0
910	910	0
917	917	0
933	933	0
962	962	0
964	964	0.004146012639848209
974	974	0
991	991	0
1000	1000	0
1013	1013	0
1035	1035	0
1040	1040	0
1045	1045	0
1048	1048	0
1070	1070	0
1077	1077	0
1078	1078	0
1085	1085	0
1099	1099	0
1120	1120	0
1123	1123	0.0035941201591571134
1124	1124	0.004420559263278557
1128	1128	0
1130	1130	0
1133	1133	0
1134	1134	0
1159	1159	0.003902720073482396
1164	1164	0
1168	1168	0
1169	1169	0
1172	1172	0
1173	1173	0
1175	1175	0
1193	1193	0.034887539838291855
1196	1196	0
1205	1205	0
1206	1206	0
1207	1207	0.012570735794240045
1215	1215	0
1220	1220	0
1230	1230	0
1233	1233	0
1234	1234	0
1237	1237	0
1250	1250	0
1267	1267	0
1272	1272	0
1306	1306	0
1321	1321	0
1324	1324	0
1341	1341	0
1343	1343	0
1345	1345	0.019023137933314612
1348	1348	0
1350	1350	0
1351	1351	0
1352	1352	0
1374	1374	0
1381	1381	0
1394	1394	0.008322965974316442
1395	1395	0
1427	1427	0.03484933604544341
1430	1430	0
1431	1431	0
1437	1437	0.03469529011868646
1447	1447	0
1450	1450	0
1456	1456	0
1463	1463	0.002813559692711178
1469	1469	0
1472	1472	0
1476	1476	0.0018680459307916686
1479	1479	0
1485	1485	0
1505	1505	0
1510	1510	0
1532	1532	0
1533	1533	0
1535	1535	0.0018692053781033577
1538	1538	0
1549	1549	0
1551	1551	0.0025158601595026324
1558	1558	0
1564	1564	0
1578	1578	0
1582	1582	0
1583	1583	0
1589	1589	0
1601	1601	0
1610	1610	0
1613	1613	0
1621	1621	0
1628	1628	0.0018692053781033577
1629	1629	0
1630	1630	0
1654	1654	0
1661	1661	0
1663	1663	0
1673	1673	0
1679	1679	0.003000568564351179
1680	1680	0
1698	1698	0.0018692053781033577
1707	1707	0
1720	1720	0
1724	1724	0
1740	1740	0
1741	1741	0
1746	1746	0
1751	1751	0
1781	1781	0
1785	1785	0
1790	1790	0
1797	1797	0
1799	1799	0
1802	1802	0
1807	1807	0.0018692053781033577
1811	1811	0
1815	1815	0.0018692053781033577
1822	1822	0
1835	1835	0
1837	1837	0
1851	1851	0
1852	1852	0
1856	1856	0
1861	1861	0
1866	1866	0
1869	1869	0
1871	1871	0
1872	1872	0
1873	1873	0
1885	1885	0
1901	1901	0
1903	1903	0
1904	1904	0
1911	1911	0
1912	1912	0
1913	1913	0
1914	1914	0
1927	1927	0.003077708449329853
1931	1931	0
1934	1934	0
1975	1975	0.01693200650784227
1976	1976	0
1981	1981	0
1989	1989	0
1990	1990	0
2000	2000	0.0036107189140274078
2003	2003	0
2004	2004	0.01682058119439499
2010	2010	0
2018	2018	0
2022	2022	0
2025	2025	0
2036	2036	0
2040	2040	0
2042	2042	0
2045	2045	0
2048	2048	0
2063	2063	0
2066	2066	0
2074	2074	0
2092	2092	0
2102	2102	0
2115	2115	0
2116	2116	0
2130	2130	0
2131	2131	0
2136	2136	0.0049725844242114545
2137	2137	0.005480602462815226
2142	2142	0
2143	2143	0
2144	2144	0
2157	2157	0
2163	2163	0.03484122283733113
2170	2170	0
2171	2171	0
2177	2177	0.0018692053781033577
2179	2179	0
2199	2199	0
2203	2203	0
2222	2222	0
2223	2223	0
2224	2224	0
2232	2232	0
2233	2233	0
2234	2234	0
2237	2237	0
2238	2238	0
2239	2239	0
2241	2241	0
2246	2246	0
2247	2247	0.003506342540287301
2262	2262	0
2273	2273	0
2290	2290	0
2291	2291	0
2292	2292	0
2295	2295	0
2356	2356	0
2365	2365	0
2380	2380	0
2384	2384	0
2385	2385	0
2392	2392	0
2394	2394	0
2395	2395	0
2399	2399	0
2400	2400	0
2406	2406	0
2409	2409	0
2412	2412	0.006828645787673836
2426	2426	0
2436	2436	0
2447	2447	0
2451	2451	0
2457	2457	0
2479	2479	0
2501	2501	0
2502	2502	0
2523	2523	0.0018692053781033577
2525	2525	0
2539	2539	0
2543	2543	0
2552	2552	0
2569	2569	0
2574	2574	0.0018692053781033577
2616	2616	0
2633	2633	0
2634	2634	0
2640	2640	0
2662	2662	0
2663	2663	0.0071504541860477255
2699	2699	0
2705	2705	0
2706	2706	0.002868268474613202
2713	2713	0
2714	2714	0
2733	2733	0.0017580936609185652
2752	2752	0.016984984643063118
2758	2758	0
2789	2789	0
2795	2795	0
2800	2800	0
2802	2802	0
2804	2804	0
2812	2812	0
2821	2821	0
2823	2823	0
2824	2824	0
2843	2843	0
2846	2846	0
2847	2847	0
2852	2852	0
2860	2860	0
2878	2878	0
2880	2880	0.0018692053781033577
2885	2885	0
2886	2886	0
2893	2893	0
2900	2900	0
2908	2908	0
2920	2920	0
2921	2921	0
2931	2931	0
2946	2946	0
2958	2958	0
2961	2961	0
2976	2976	0
2977	2977	0
2989	2989	0
2990	2990	0.0011187822840082696
2999	2999	0.008814746261475881
3028	3028	0.0018692053781033577
3035	3035	0
3051	3051	0
3060	3060	0
3066	3066	0
3085	3085	0
3093	3093	0
3094	3094	0
3097	3097	0
3121	3121	0
3123	3123	0.003052524086772442
3127	3127	0
3135	3135	0
3136	3136	0.0018692053781033577
3145	3145	0
3161	3161	0
3167	3167	0
3168	3168	0
3188	3188	0
3200	3200	0
3218	3218	0.0010219059583902606
3222	3222	0
3241	3241	0
3243	3243	0
3244	3244	0
3264	3264	0
3288	3288	0
3302	3302	0
3303	3303	0
3304	3304	0
3309	3309	0.0350353910699819
3311	3311	0
3333	3333	0
3345	3345	0
3347	3347	0
3350	3350	0.010121188974448404
3361	3361	0
3368	3368	0
3372	3372	0
3385	3385	0
3388	3388	0
3389	3389	0
3396	3396	0
3397	3397	0
3398	3398	0
3402	3402	0
3403	3403	0
3435	3435	0
3436	3436	0.006748503688035077
3447	3447	0
3455	3455	0
3459	3459	0.03504465598069472
3460	3460	0.03501986881099145
3492	3492	0
3495	3495	0.003988715700603068
3496	3496	0
3506	3506	0
3515	3515	0
3532	3532	0
3538	3538	0.005868767523607996
3569	3569	0
3593	3593	0
3605	3605	0.0018692053781033577
3613	3613	0
3620	3620	0
3621	3621	0
3636	3636	0
3637	3637	0
3639	3639	0.033938720108575814
3640	3640	4.5853325924628715e-4
3645	3645	0
3650	3650	0
3655	3655	0
3656	3656	0
3657	3657	0
3658	3658	0
3659	3659	0
3660	3660	0
3665	3665	0
3667	3667	0
3669	3669	0
3679	3679	0
3680	3680	0
3683	3683	0
3684	3684	0
3698	3698	0
3709	3709	0.015262981495325852
3712	3712	0
3752	3752	0.034360744871928334
3763	3763	0
3764	3764	0
3765	3765	0
3767	3767	0
3771	3771	0
3782	3782	0
3797	3797	0
3809	3809	0
3810	3810	0
3826	3826	0
3832	3832	0
3837	3837	0
3839	3839	0
3852	3852	0
3853	3853	0
3859	3859	0
3863	3863	0
3872	3872	0.0028235790355854336
3909	3909	0
3925	3925	0
3928	3928	0
3931	3931	0
3940	3940	0
3948	3948	0
3951	3951	0
3954	3954	0
3964	3964	0
3980	3980	0
3985	3985	0
3993	3993	0.0018692053781033577
3998	3998	0
4003	4003	0
4004	4004	0.0018692053781033577
4005	4005	0
4011	4011	0
4013	4013	0
4015	4015	0.0111315845242821
4031	4031	0
4040	4040	0
4043	4043	0
4045	4045	0
4054	4054	0
4063	4063	0
4066	4066	0
4068	4068	0
4079	4079	0
4172	4172	0
4173	4173	0.0018692053781033577
4174	4174	0
4196	4196	0
4199	4199	0
4207	4207	0
4213	4213	0.0018692053781033577
4214	4214	0
4217	4217	0.0018692053781033577
4218	4218	0
4228	4228	0
4248	4248	0
4267	4267	0
4276	4276	0
4277	4277	0
4280	4280	0
4281	4281	0
4289	4289	0.014452708034768433
4300	4300	0
4303	4303	0
4304	4304	0
4305	4305	0
4316	4316	0
4318	4318	0
4319	4319	0
4320	4320	0.0018692053781033577
4327	4327	0
4340	4340	0
4348	4348	0
4371	4371	0
4383	4383	0
4394	4394	0
4414	4414	0
4419	4419	0.005244274033385917
4426	4426	0
4441	4441	0
4471	4471	0.003425684851483917
4480	4480	0
4486	4486	0
4501	4501	0
4508	4508	0.01949924579071388
4515	4515	0.0018692053781033577
4516	4516	0.003243731516568893
4525	4525	0
4529	4529	0
4533	4533	0
4537	4537	0
4542	4542	0
