PHATE1	PHATE2	knn	cluster	dog	fid	ref
0.009003148603892792	-0.0038827636933374743	40	5	801	801	FALSE
0.01246222700980207	0.01102502557639349	40	12	816	816	FALSE
-0.014931883939189684	-0.010679907836973822	40	11	817	817	FALSE
0.004339363299474443	-0.0013376190969963514	40	19	819	819	FALSE
-0.006451333274450815	-0.0017005184107689228	40	2	832	832	FALSE
-0.02138328015766484	0.04335836529295012	40	18	844	844	FALSE
0.003542734706738704	-0.013210684197770255	40	6	857	857	FALSE
-0.007029715733454011	-0.0035011254544107485	40	2	859	859	FALSE
0.010591786397564019	-0.021610364917128325	40	6	866	866	FALSE
-0.012062650817712874	-0.006992605633364769	40	13	869	869	FALSE
-0.016703983695279215	-0.01564176647237431	40	11	874	874	FALSE
0.027511311876165453	-0.018488777230901494	40	10	879	879	FALSE
-0.006948244708117186	-0.003983562856877396	40	2	901	901	FALSE
9.332316456945988e-4	0.0015354185990800993	40	19	902	902	FALSE
-0.011562578092477955	-0.006633104717562896	40	13	903	903	FALSE
0.008314000849994731	0.005166561269972776	40	17	908	908	FALSE
-0.011967864957363699	-0.006869700608055181	40	13	910	910	FALSE
0.013081562644569155	-0.004907753874979918	40	5	917	917	FALSE
0.08786199165774586	0.07748647880908792	40	1	933	933	FALSE
-0.00824326595397621	-0.004474090675558244	40	13	962	962	FALSE
0.0103394915842937	-0.017109825681671843	40	6	964	964	FALSE
-0.005197051734102038	0.00410262022805668	40	0	974	974	FALSE
-0.0041632519408001676	-0.003292449449906027	40	2	991	991	FALSE
0.007199688055480645	0.0014542100411855045	40	7	1000	1000	FALSE
0.056296672942913184	-0.014215125315250723	40	3	1013	1013	FALSE
6.650794357153501e-4	-0.005298373734322251	40	2	1035	1035	FALSE
0.08862449521279978	0.07811822074824103	40	1	1040	1040	FALSE
-0.02551753251689683	0.05159969284816335	40	18	1045	1045	FALSE
-0.021444502765766017	0.043547587805404214	40	18	1048	1048	FALSE
0.006130239635881497	-0.0177667101528809	40	6	1070	1070	FALSE
-0.006237542742013843	0.011335689863317256	40	0	1077	1077	FALSE
0.0034200992743205435	-0.0031436153069228567	40	5	1078	1078	FALSE
-0.015005211723760277	0.030101109675289818	40	4	1085	1085	FALSE
-0.003672756101412836	0.007523165714403302	40	0	1099	1099	FALSE
0.023356919453923822	-0.011102201151361683	40	10	1120	1120	FALSE
-4.993336317866975e-4	0.002175200999495916	40	19	1123	1123	FALSE
-5.508356909579615e-4	0.0024057597969553155	40	19	1124	1124	FALSE
-0.007472267719607047	0.01314789198229285	40	14	1128	1128	FALSE
5.811538467884207e-4	6.268439484309892e-4	40	19	1130	1130	FALSE
-0.006349050455615388	-0.003258866971733661	40	2	1133	1133	FALSE
-0.0024761180232844913	0.0021047342714964425	40	19	1134	1134	FALSE
-4.68956641045079e-4	0.0029694551677189695	40	19	1159	1159	FALSE
-0.01265438253028997	-0.007380512067056144	40	13	1164	1164	FALSE
-0.007759418855320881	0.015343773724022469	40	14	1168	1168	FALSE
-0.012781740317162447	-0.007435416376789775	40	13	1169	1169	FALSE
0.02702701414693658	-0.01770510207619164	40	10	1172	1172	FALSE
-2.1543343005967408e-4	0.0016576623354309197	40	19	1173	1173	FALSE
0.004937346758728521	0.0015900439397477937	40	7	1175	1175	FALSE
0.031048925630698016	0.030200701525408172	40	8	1193	1193	FALSE
0.010244449821302749	9.080169698728718e-4	40	7	1196	1196	FALSE
-0.0023331216035483012	0.0059313769383233335	40	0	1205	1205	FALSE
-0.002243068623208596	5.327049500719562e-4	40	19	1206	1206	FALSE
0.011623218497469293	0.010062732767985805	40	12	1207	1207	FALSE
0.0027788728752443895	0.0023661264919622492	40	17	1215	1215	FALSE
0.011285235264050949	0.0017968008667592463	40	7	1220	1220	FALSE
0.013166090612226584	-0.015239618812301941	40	6	1230	1230	FALSE
-0.008634973147795365	-0.004798604623395406	40	13	1233	1233	FALSE
0.010201844812424778	-0.017150026920574546	40	6	1234	1234	FALSE
-0.012370709122635689	-0.007187475931678557	40	13	1237	1237	FALSE
-0.0035445271250128343	-1.1756598416031247e-4	40	19	1250	1250	FALSE
-0.0014459520863105814	-0.002040106682015697	40	2	1267	1267	FALSE
0.04172422247534133	-0.012336802725512429	40	3	1272	1272	FALSE
-0.0014448172898165865	0.00267860649150064	40	19	1306	1306	FALSE
-0.013598317460019582	0.02708366897310526	40	4	1321	1321	FALSE
0.010955749252936077	-0.022163439208728274	40	6	1324	1324	FALSE
0.028278954755794426	-0.021362176397649157	40	10	1341	1341	FALSE
-0.010646561987751359	-0.006092675624720252	40	13	1343	1343	FALSE
0.015103742255483036	0.012782880727297507	40	12	1345	1345	FALSE
-0.025774872964243755	0.05209887794466122	40	18	1348	1348	FALSE
-0.002914687979901091	-0.006463830341027876	40	2	1350	1350	FALSE
-0.007509500821840564	-0.0040971775053333225	40	2	1351	1351	FALSE
0.025842147832179592	-0.01521777924514073	40	10	1352	1352	FALSE
-0.011591668091888371	0.022630368844631474	40	14	1374	1374	FALSE
-0.02244767771832767	0.04549312788811636	40	18	1381	1381	FALSE
0.0010250403497081776	0.003261735000046292	40	19	1394	1394	FALSE
-0.012013598600003091	-0.006944089318203272	40	13	1395	1395	FALSE
0.030955201201141126	0.0301010436463637	40	8	1427	1427	FALSE
-0.018287902930042132	0.037104038251657444	40	4	1430	1430	FALSE
-0.02136736305473229	0.04332467463082519	40	18	1431	1431	FALSE
0.030670215320567247	0.029791922242530675	40	8	1437	1437	FALSE
-9.583575538266125e-4	-0.0011724334340285775	40	19	1447	1447	FALSE
-0.0036712172170901736	0.007523773816208888	40	0	1450	1450	FALSE
-0.0021009549682298287	0.0036698104941577754	40	19	1456	1456	FALSE
3.7391070201468914e-4	5.685320124233032e-4	40	19	1463	1463	FALSE
-0.0036446453649263758	-0.011574844376310066	40	9	1469	1469	FALSE
0.006298075186275232	0.012797237876072053	40	16	1472	1472	FALSE
-0.0020040966723346783	0.0014621416018632016	40	19	1476	1476	FALSE
0.05739210051844529	-0.014862620447995347	40	3	1479	1479	FALSE
0.0076333829006730875	-0.017505032158305796	40	6	1485	1485	FALSE
0.006106363099172696	-0.017930745026131623	40	6	1505	1505	FALSE
0.01949142462802929	-4.731092847845599e-4	40	17	1510	1510	FALSE
-0.003321122579738665	0.0029895067743212775	40	19	1532	1532	FALSE
-0.0017824715327025582	-0.0019586174089858297	40	19	1533	1533	FALSE
-0.0023962732526307943	6.335498032059899e-4	40	19	1535	1535	FALSE
-0.004390315630483433	0.004072868054859927	40	0	1538	1538	FALSE
-0.0022143955512030425	0.004177345977116797	40	19	1549	1549	FALSE
-1.6848094948461345e-4	0.0012249325113799666	40	19	1551	1551	FALSE
-0.0019199407161213824	-0.003152113230514565	40	2	1558	1558	FALSE
-0.015002539540155036	-0.010708132869193863	40	11	1564	1564	FALSE
0.0014320162624723229	3.8273740990693854e-4	40	19	1578	1578	FALSE
-0.005158256403669709	-0.0022273222464062412	40	2	1582	1582	FALSE
-0.01054278225875293	-0.0061208299200891355	40	13	1583	1583	FALSE
-0.009849041699532237	-0.004530219984024074	40	13	1589	1589	FALSE
-0.01591494415705163	-0.012603339437496405	40	11	1601	1601	FALSE
-0.007112146393913431	-0.004318343795285874	40	2	1610	1610	FALSE
-0.008596301648157953	-0.004705716819605918	40	13	1613	1613	FALSE
0.006907162740323578	-0.016282100132912813	40	6	1621	1621	FALSE
-0.002042314130432867	-0.0015919424348048508	40	2	1628	1628	FALSE
-0.010721177166185829	-0.006038919177718649	40	13	1629	1629	FALSE
-0.011467345019363459	-0.006586915035420948	40	13	1630	1630	FALSE
-0.00442593508238611	-9.459157755035093e-4	40	2	1654	1654	FALSE
-0.007229803218281159	0.013109923740988244	40	14	1661	1661	FALSE
-0.004373843586569229	-0.022290375483121405	40	9	1663	1663	FALSE
-0.011986067342347882	-0.010395094040773777	40	11	1673	1673	FALSE
-0.002196675998063705	2.987192598058158e-4	40	19	1679	1679	FALSE
-0.0034886948842087094	-0.013584920725875322	40	9	1680	1680	FALSE
0.00930945109634018	-0.017550939596950463	40	6	1698	1698	FALSE
-0.008728929807886152	-8.176442676366114e-4	40	17	1707	1707	FALSE
-0.01089507683512908	-0.008856824548572456	40	13	1720	1720	FALSE
-0.011966430828648414	5.076777095286126e-4	40	17	1724	1724	FALSE
0.002545875032588575	-0.0020687152729255776	40	19	1740	1740	FALSE
0.02822657727069776	-0.021071613038373793	40	10	1741	1741	FALSE
-0.013683578876758641	-0.0073215422158304675	40	13	1746	1746	FALSE
0.009684060495369606	-0.004484084702674323	40	5	1751	1751	FALSE
-0.0036642986953206967	-0.015300048801460195	40	9	1781	1781	FALSE
-0.0028979504156725257	-0.0015385599745541016	40	2	1785	1785	FALSE
-0.004201768524815822	-0.006015953785146483	40	2	1790	1790	FALSE
0.05519974759678602	-0.013519749678100698	40	3	1797	1797	FALSE
0.0543391971844337	-0.012980147889979818	40	3	1799	1799	FALSE
0.051276697627714134	-0.01109175155756867	40	3	1802	1802	FALSE
-0.0018866408677334571	0.0013596413137357398	40	19	1807	1807	FALSE
-0.003459675909298905	-0.0024449500714657053	40	17	1811	1811	FALSE
-0.002001749135648759	0.0011799289112085034	40	19	1815	1815	FALSE
0.007662791685154502	0.015093299834971275	40	16	1822	1822	FALSE
0.05738404075131874	-0.014857591211150586	40	3	1835	1835	FALSE
-0.006263160162021029	-0.0033030901916506735	40	2	1837	1837	FALSE
-0.0029645952510024684	-5.334859253633673e-4	40	19	1851	1851	FALSE
-0.002973148799603862	-4.424101979247823e-4	40	19	1852	1852	FALSE
0.0020133031049848087	0.0016645009449128502	40	19	1856	1856	FALSE
-0.007273217582150707	0.013689483358917126	40	14	1861	1861	FALSE
0.005302237984183158	-0.0024703185470914186	40	5	1866	1866	FALSE
-0.01733797497248719	-0.005061357641291396	40	15	1869	1869	FALSE
-0.01809517581823876	0.03655530208545952	40	4	1871	1871	FALSE
-0.011983673813560127	-0.006897081017885291	40	13	1872	1872	FALSE
-0.014992800329882799	-0.010575533005152165	40	11	1873	1873	FALSE
-0.005628371988378581	-0.002327268434557268	40	2	1885	1885	FALSE
-0.003954171575579246	-0.017152548726779297	40	9	1901	1901	FALSE
-0.0031689850317672946	-5.979640339267638e-4	40	2	1903	1903	FALSE
-0.0033209553432511077	-0.012834986847806193	40	9	1904	1904	FALSE
-0.001713261641441244	2.2297826164950776e-5	40	19	1911	1911	FALSE
-0.007172147494568477	-0.003772392174110333	40	2	1912	1912	FALSE
0.08781120293182028	0.07744832929554289	40	1	1913	1913	FALSE
-0.007347051021715079	-0.0038214842980921118	40	2	1914	1914	FALSE
0.009676707512084933	-0.016970601956240228	40	6	1927	1927	FALSE
6.810899220334306e-4	-0.0053195189014609455	40	2	1931	1931	FALSE
6.623299368745615e-4	-0.005295757098635003	40	2	1934	1934	FALSE
0.014893169256490885	0.013498050004171648	40	12	1975	1975	FALSE
0.009275332322086957	-0.014356883230467575	40	6	1976	1976	FALSE
-0.01161399437137511	-0.00830838413136332	40	13	1981	1981	FALSE
8.040860849498748e-4	-0.001627820750631223	40	19	1989	1989	FALSE
-0.0015225730764350414	0.002900262274032051	40	19	1990	1990	FALSE
-7.467158280795624e-4	-0.0027323100277691016	40	2	2000	2000	FALSE
6.832819838885787e-4	-0.005318164930981969	40	2	2003	2003	FALSE
0.013869399266270335	0.01196216006021024	40	12	2004	2004	FALSE
-8.49435926780066e-4	0.001981591458297083	40	19	2010	2010	FALSE
-0.010108437654935671	-0.005658490842266444	40	13	2018	2018	FALSE
0.02236839389973972	-0.009895125569521107	40	10	2022	2022	FALSE
0.05537953131821943	-0.013537014501005376	40	3	2025	2025	FALSE
0.009523153720989297	-0.016980005565045354	40	6	2036	2036	FALSE
0.028309645247048085	-0.021600103516267587	40	10	2040	2040	FALSE
-0.012584314166111802	-0.0034625309885877066	40	17	2042	2042	FALSE
0.01418081734800782	-0.00728415450367744	40	5	2045	2045	FALSE
0.014056169889922945	-0.007248010954622353	40	5	2048	2048	FALSE
0.004892016163319866	-0.014936740884231255	40	6	2063	2063	FALSE
-0.003508842753989201	0.0064239716982101855	40	0	2066	2066	FALSE
-0.005504144741483188	-0.001992900373715075	40	2	2074	2074	FALSE
0.08781066611505331	0.077447785741446007	40	1	2092	2092	FALSE
0.010789557400568172	-0.02188383403219657	40	6	2102	2102	FALSE
-0.009083370229979694	-0.0021031939211059937	40	17	2115	2115	FALSE
-0.006319642622635453	-0.0033158402250501014	40	2	2116	2116	FALSE
0.08784036846517398	0.07747310092338541	40	1	2130	2130	FALSE
0.0020348650489219865	0.0014471833141777974	40	19	2131	2131	FALSE
0.0013045158791067035	0.005412337265708696	40	19	2136	2136	FALSE
0.0088693756358169	-0.01321621888300322	40	6	2137	2137	FALSE
-5.837445624953186e-4	0.0032245072168475227	40	19	2142	2142	FALSE
0.007857998310964561	0.0011207740898236626	40	7	2143	2143	FALSE
-0.02504491074258201	0.050658862234224535	40	18	2144	2144	FALSE
-0.019246051455259802	-0.005087122447461422	40	15	2157	2157	FALSE
0.03092274642983714	0.03006654504886414	40	8	2163	2163	FALSE
0.0072450877186903346	-0.017853082643007518	40	6	2170	2170	FALSE
-0.011441122077384656	-0.006520611361995955	40	13	2171	2171	FALSE
-0.0019872774474485565	-0.001126618122282401	40	19	2177	2177	FALSE
-0.002857240531001275	-4.6868448273309924e-4	40	19	2179	2179	FALSE
-0.014379128099819689	-0.01008769005030495	40	11	2199	2199	FALSE
0.007462921587353701	0.014853304760648155	40	16	2203	2203	FALSE
-0.004653870096990115	-0.00535943986759347	40	2	2222	2222	FALSE
-0.007792351399017872	-0.003022046972378067	40	2	2223	2223	FALSE
0.010006357076004193	-0.004601027337625219	40	5	2224	2224	FALSE
-5.626459676829239e-4	0.004220744776793129	40	0	2232	2232	FALSE
-0.010035482893778744	-0.006297589153160545	40	13	2233	2233	FALSE
0.010201037519886404	-0.018498442200513172	40	6	2234	2234	FALSE
0.008107140325628174	-0.017526475397657577	40	6	2237	2237	FALSE
-0.005969282317879215	-0.007647035190421831	40	2	2238	2238	FALSE
0.008795640851249209	-0.016890445855696073	40	6	2239	2239	FALSE
0.0037491796940393213	0.002044496909485337	40	19	2241	2241	FALSE
-0.012440217664431152	-0.0072532888081594275	40	13	2246	2246	FALSE
-3.157889494733147e-4	0.0027256292360136433	40	19	2247	2247	FALSE
-0.007289777480050018	-0.003561817331235671	40	2	2262	2262	FALSE
-0.012000421874634718	-0.006980006835438868	40	13	2273	2273	FALSE
-0.013724825528693427	-0.007013301795808235	40	13	2290	2290	FALSE
-0.011849137476045738	0.02310845524380631	40	14	2291	2291	FALSE
-0.02590412209546727	0.05236095894420136	40	18	2292	2292	FALSE
0.022395464382471662	-0.010754083224547758	40	10	2295	2295	FALSE
-0.01103091011747863	-0.0015095844245376967	40	17	2356	2356	FALSE
5.60778368766715e-4	0.0014181554015703902	40	19	2365	2365	FALSE
-0.006959297864794151	-0.00366149103686662	40	2	2380	2380	FALSE
0.08781888124508147	0.0774561416268173	40	1	2384	2384	FALSE
-0.00906940687915853	-0.0056626019034413675	40	13	2385	2385	FALSE
-0.005760382162334543	-0.002486558789702452	40	2	2392	2392	FALSE
0.010347658870249556	-0.004833598084191881	40	5	2394	2394	FALSE
0.0878448086943862	0.07747794845617764	40	1	2395	2395	FALSE
-0.0031804168585176165	0.0056517501550470105	40	0	2399	2399	FALSE
-0.0015046587727765425	0.003749991446693129	40	19	2400	2400	FALSE
0.057393510534594815	-0.014864664712517187	40	3	2406	2406	FALSE
-0.012091729452986115	-0.008637418557085387	40	13	2409	2409	FALSE
0.0034675610445453727	0.005230444503314214	40	12	2412	2412	FALSE
-0.014454053916460837	-0.009787479811413048	40	11	2426	2426	FALSE
0.013273082493002256	0.0018972427782659998	40	7	2436	2436	FALSE
-0.0016923169592872156	0.0045675433914973956	40	19	2447	2447	FALSE
0.006659450752043295	-0.018172371730881782	40	6	2451	2451	FALSE
0.014062031281583827	-0.009084824469874384	40	5	2457	2457	FALSE
-0.0031773008579968863	-0.0120782969216197	40	9	2479	2479	FALSE
0.019440879842196234	-0.014231299500081817	40	10	2501	2501	FALSE
0.0261498639473149	-0.01600664406117077	40	10	2502	2502	FALSE
-0.002377125476825851	0.0010998811814403161	40	19	2523	2523	FALSE
-0.004674775372921486	-0.005358999167285593	40	2	2525	2525	FALSE
0.0882905072143597	0.0778504435570737	40	1	2539	2539	FALSE
-0.012597674676056166	-1.1937431320894318e-4	40	17	2543	2543	FALSE
0.006164166347168852	0.0027956956231787937	40	7	2552	2552	FALSE
-0.01375526784903433	-0.007389097830884295	40	13	2569	2569	FALSE
0.00985550066234181	-0.017576058707571566	40	6	2574	2574	FALSE
0.023446278095872533	1.0284927530803682e-4	40	7	2616	2616	FALSE
0.0573311632791731	-0.014831439509137422	40	3	2633	2633	FALSE
-0.0029710145047795455	-0.0013135498267081544	40	2	2634	2634	FALSE
0.05738669853271137	-0.01485898517401616	40	3	2640	2640	FALSE
0.05231296646675594	-0.011604575411082913	40	3	2662	2662	FALSE
9.418334373450352e-4	2.190605196093755e-5	40	19	2663	2663	FALSE
-0.008714908548519737	-0.0023009849607605708	40	17	2699	2699	FALSE
0.0015687028125813056	4.0640661343035463e-4	40	19	2705	2705	FALSE
-0.001166904930785352	0.0027704800803851895	40	19	2706	2706	FALSE
0.00948720378819425	-0.018465955188958483	40	6	2713	2713	FALSE
-0.0057945398890330785	0.010520117485736141	40	0	2714	2714	FALSE
-0.0015998912097792283	0.002729484175755265	40	19	2733	2733	FALSE
0.011471409297315995	-0.00590628684421807	40	6	2752	2752	FALSE
-0.0029181880389305024	-0.005498772990265363	40	2	2758	2758	FALSE
0.006299891975451394	0.0014098704763859313	40	7	2789	2789	FALSE
-0.0036708200122779	0.007522417596252158	40	0	2795	2795	FALSE
-0.0036717489371962775	0.007526676174379971	40	0	2800	2800	FALSE
-0.003436487359750277	0.006328083640463481	40	0	2802	2802	FALSE
-0.003777431402083507	0.0076120264678547775	40	0	2804	2804	FALSE
-0.011273232506731535	-0.0063964174109477035	40	13	2812	2812	FALSE
0.01086587201733107	-0.017178823196390986	40	6	2821	2821	FALSE
-0.011136628903771744	-0.006302345148076206	40	13	2823	2823	FALSE
-0.014692865778851028	-0.010573487913095241	40	11	2824	2824	FALSE
0.007715285606458808	-0.01791484116686515	40	6	2843	2843	FALSE
